benchmark,harness,outcome,from_action,to_action,transition_count,transition_total,transition_fraction
GPQA,OpenClaw,failure,Solution Execution,Result Auditing,2236,20642,0.10832284
GPQA,OpenClaw,failure,Solution Execution,Solution Execution,9816,20642,0.47553532
GPQA,OpenClaw,failure,Solution Execution,__END__,27,20642,0.00130801
GPQA,OpenClaw,failure,Tool Grounding,Plan Formation,2,20642,0.00009689
GPQA,OpenClaw,failure,Tool Grounding,Result Auditing,3,20642,0.00014533
GPQA,OpenClaw,failure,Tool Grounding,Solution Execution,5,20642,0.00024222
GPQA,OpenClaw,failure,Tool Grounding,Tool Grounding,26,20642,0.00125957
GPQA,OpenClaw,failure,Tool Grounding,__END__,3,20642,0.00014533
GPQA,OpenClaw,failure,__START__,Plan Formation,30,20642,0.00145335
GPQA,OpenClaw,failure,__START__,Problem Framing,3,20642,0.00014533
GPQA,OpenClaw,failure,__START__,Result Auditing,2,20642,0.00009689
GPQA,OpenClaw,failure,__START__,Solution Execution,19,20642,0.00092045
GPQA,OpenClaw,failure,__START__,Tool Grounding,13,20642,0.00062978
GPQA,OpenClaw,success,Answer Delivery,Plan Formation,2,3577,0.00055913
GPQA,OpenClaw,success,Answer Delivery,Problem Framing,1,3577,0.00027956
GPQA,OpenClaw,success,Answer Delivery,Result Auditing,3,3577,0.00083869
GPQA,OpenClaw,success,Answer Delivery,Solution Execution,3,3577,0.00083869
GPQA,OpenClaw,success,Answer Delivery,Tool Grounding,1,3577,0.00027956
GPQA,OpenClaw,success,Answer Delivery,__END__,131,3577,0.03662287
GPQA,OpenClaw,success,Plan Formation,Answer Delivery,4,3577,0.00111826
GPQA,OpenClaw,success,Plan Formation,Plan Formation,59,3577,0.01649427
GPQA,OpenClaw,success,Plan Formation,Problem Framing,9,3577,0.00251607
GPQA,OpenClaw,success,Plan Formation,Result Auditing,18,3577,0.00503215
GPQA,OpenClaw,success,Plan Formation,Solution Execution,304,3577,0.08498742
GPQA,OpenClaw,success,Problem Framing,Plan Formation,8,3577,0.00223651
GPQA,OpenClaw,success,Problem Framing,Problem Framing,1,3577,0.00027956
GPQA,OpenClaw,success,Problem Framing,Result Auditing,8,3577,0.00223651
GPQA,OpenClaw,success,Problem Framing,Solution Execution,50,3577,0.01397819
GPQA,OpenClaw,success,Result Auditing,Answer Delivery,6,3577,0.00167738
GPQA,OpenClaw,success,Result Auditing,Plan Formation,15,3577,0.00419346
GPQA,OpenClaw,success,Result Auditing,Problem Framing,6,3577,0.00167738
GPQA,OpenClaw,success,Result Auditing,Result Auditing,35,3577,0.00978474
GPQA,OpenClaw,success,Result Auditing,Solution Execution,159,3577,0.04445066
GPQA,OpenClaw,success,Solution Execution,Answer Delivery,129,3577,0.03606374
GPQA,OpenClaw,success,Solution Execution,Plan Formation,273,3577,0.07632094
GPQA,OpenClaw,success,Solution Execution,Problem Framing,44,3577,0.01230081
GPQA,OpenClaw,success,Solution Execution,Result Auditing,145,3577,0.04053676
GPQA,OpenClaw,success,Solution Execution,Solution Execution,1809,3577,0.50573106
GPQA,OpenClaw,success,Tool Grounding,Answer Delivery,1,3577,0.00027956
GPQA,OpenClaw,success,Tool Grounding,Plan Formation,9,3577,0.00251607
GPQA,OpenClaw,success,Tool Grounding,Problem Framing,1,3577,0.00027956
GPQA,OpenClaw,success,Tool Grounding,Result Auditing,12,3577,0.00335477
GPQA,OpenClaw,success,Tool Grounding,Solution Execution,50,3577,0.01397819
GPQA,OpenClaw,success,Tool Grounding,Tool Grounding,150,3577,0.04193458
GPQA,OpenClaw,success,__START__,Answer Delivery,1,3577,0.00027956
GPQA,OpenClaw,success,__START__,Plan Formation,28,3577,0.00782779
GPQA,OpenClaw,success,__START__,Problem Framing,5,3577,0.00139782
GPQA,OpenClaw,success,__START__,Solution Execution,25,3577,0.00698910
GPQA,OpenClaw,success,__START__,Tool Grounding,72,3577,0.02012860
GPQA,OpenCode,failure,Answer Delivery,Plan Formation,15,3463,0.00433150
GPQA,OpenCode,failure,Answer Delivery,Problem Framing,1,3463,0.00028877
GPQA,OpenCode,failure,Answer Delivery,Solution Execution,10,3463,0.00288767
GPQA,OpenCode,failure,Answer Delivery,__END__,24,3463,0.00693041
GPQA,OpenCode,failure,Plan Formation,Answer Delivery,4,3463,0.00115507
GPQA,OpenCode,failure,Plan Formation,Plan Formation,32,3463,0.00924054
GPQA,OpenCode,failure,Plan Formation,Problem Framing,14,3463,0.00404274
GPQA,OpenCode,failure,Plan Formation,Result Auditing,8,3463,0.00231014
GPQA,OpenCode,failure,Plan Formation,Solution Execution,155,3463,0.04475888
GPQA,OpenCode,failure,Plan Formation,Tool Grounding,3,3463,0.00086630
GPQA,OpenCode,failure,Plan Formation,__END__,7,3463,0.00202137
GPQA,OpenCode,failure,Problem Framing,Answer Delivery,2,3463,0.00057753
GPQA,OpenCode,failure,Problem Framing,Plan Formation,10,3463,0.00288767
GPQA,OpenCode,failure,Problem Framing,Problem Framing,11,3463,0.00317644
GPQA,OpenCode,failure,Problem Framing,Result Auditing,37,3463,0.01068438
GPQA,OpenCode,failure,Problem Framing,Solution Execution,89,3463,0.02570026
GPQA,OpenCode,failure,Result Auditing,Answer Delivery,2,3463,0.00057753
GPQA,OpenCode,failure,Result Auditing,Plan Formation,11,3463,0.00317644
GPQA,OpenCode,failure,Result Auditing,Problem Framing,7,3463,0.00202137
GPQA,OpenCode,failure,Result Auditing,Result Auditing,123,3463,0.03551834
GPQA,OpenCode,failure,Result Auditing,Solution Execution,440,3463,0.12705746
GPQA,OpenCode,failure,Result Auditing,Tool Grounding,2,3463,0.00057753
GPQA,OpenCode,failure,Result Auditing,__END__,6,3463,0.00173260
GPQA,OpenCode,failure,Solution Execution,Answer Delivery,42,3463,0.01212821
GPQA,OpenCode,failure,Solution Execution,Plan Formation,118,3463,0.03407450
GPQA,OpenCode,failure,Solution Execution,Problem Framing,110,3463,0.03176437
GPQA,OpenCode,failure,Solution Execution,Result Auditing,422,3463,0.12185966
GPQA,OpenCode,failure,Solution Execution,Solution Execution,1668,3463,0.48166330
GPQA,OpenCode,failure,Solution Execution,Tool Grounding,10,3463,0.00288767
GPQA,OpenCode,failure,Solution Execution,__END__,13,3463,0.00375397
GPQA,OpenCode,failure,Tool Grounding,Plan Formation,6,3463,0.00173260
GPQA,OpenCode,failure,Tool Grounding,Problem Framing,1,3463,0.00028877
GPQA,OpenCode,failure,Tool Grounding,Result Auditing,1,3463,0.00028877
GPQA,OpenCode,failure,Tool Grounding,Solution Execution,8,3463,0.00231014
GPQA,OpenCode,failure,Tool Grounding,Tool Grounding,1,3463,0.00028877
GPQA,OpenCode,failure,__START__,Plan Formation,31,3463,0.00895178
GPQA,OpenCode,failure,__START__,Problem Framing,5,3463,0.00144383
GPQA,OpenCode,failure,__START__,Solution Execution,13,3463,0.00375397
GPQA,OpenCode,failure,__START__,Tool Grounding,1,3463,0.00028877
GPQA,OpenCode,success,Answer Delivery,Plan Formation,73,7244,0.01007731
GPQA,OpenCode,success,Answer Delivery,Problem Framing,18,7244,0.00248482
GPQA,OpenCode,success,Answer Delivery,Result Auditing,1,7244,0.00013805
GPQA,OpenCode,success,Answer Delivery,Solution Execution,61,7244,0.00842076
GPQA,OpenCode,success,Answer Delivery,__END__,145,7244,0.02001657
GPQA,OpenCode,success,Plan Formation,Answer Delivery,14,7244,0.00193263
GPQA,OpenCode,success,Plan Formation,Plan Formation,42,7244,0.00579790
GPQA,OpenCode,success,Plan Formation,Problem Framing,20,7244,0.00276091
GPQA,OpenCode,success,Plan Formation,Result Auditing,18,7244,0.00248482
GPQA,OpenCode,success,Plan Formation,Solution Execution,469,7244,0.06474324
GPQA,OpenCode,success,Plan Formation,Tool Grounding,12,7244,0.00165654
GPQA,OpenCode,success,Problem Framing,Answer Delivery,2,7244,0.00027609
GPQA,OpenCode,success,Problem Framing,Plan Formation,35,7244,0.00483158
GPQA,OpenCode,success,Problem Framing,Problem Framing,4,7244,0.00055218
GPQA,OpenCode,success,Problem Framing,Result Auditing,8,7244,0.00110436
GPQA,OpenCode,success,Problem Framing,Solution Execution,130,7244,0.01794589
GPQA,OpenCode,success,Problem Framing,Tool Grounding,6,7244,0.00082827
GPQA,OpenCode,success,Result Auditing,Answer Delivery,9,7244,0.00124241
GPQA,OpenCode,success,Result Auditing,Plan Formation,25,7244,0.00345113
GPQA,OpenCode,success,Result Auditing,Problem Framing,16,7244,0.00220872
GPQA,OpenCode,success,Result Auditing,Result Auditing,67,7244,0.00924903
GPQA,OpenCode,success,Result Auditing,Solution Execution,266,7244,0.03672004
GPQA,OpenCode,success,Result Auditing,Tool Grounding,15,7244,0.00207068
GPQA,OpenCode,success,Solution Execution,Answer Delivery,272,7244,0.03754832
GPQA,OpenCode,success,Solution Execution,Plan Formation,316,7244,0.04362231
GPQA,OpenCode,success,Solution Execution,Problem Framing,106,7244,0.01463280
GPQA,OpenCode,success,Solution Execution,Result Auditing,291,7244,0.04017118
GPQA,OpenCode,success,Solution Execution,Solution Execution,4422,7244,0.61043622
GPQA,OpenCode,success,Solution Execution,Tool Grounding,98,7244,0.01352844
GPQA,OpenCode,success,Tool Grounding,Answer Delivery,1,7244,0.00013805
GPQA,OpenCode,success,Tool Grounding,Plan Formation,14,7244,0.00193263
GPQA,OpenCode,success,Tool Grounding,Problem Framing,4,7244,0.00055218
GPQA,OpenCode,success,Tool Grounding,Result Auditing,13,7244,0.00179459
GPQA,OpenCode,success,Tool Grounding,Solution Execution,103,7244,0.01421866
GPQA,OpenCode,success,Tool Grounding,Tool Grounding,3,7244,0.00041414
GPQA,OpenCode,success,__START__,Plan Formation,70,7244,0.00966317
GPQA,OpenCode,success,__START__,Problem Framing,17,7244,0.00234677
GPQA,OpenCode,success,__START__,Solution Execution,54,7244,0.00745445
GPQA,OpenCode,success,__START__,Tool Grounding,4,7244,0.00055218
GPQA,OpenCode,unknown,Plan Formation,Solution Execution,2,274,0.00729927
GPQA,OpenCode,unknown,Result Auditing,Solution Execution,42,274,0.15328467
GPQA,OpenCode,unknown,Solution Execution,Plan Formation,2,274,0.00729927
GPQA,OpenCode,unknown,Solution Execution,Result Auditing,42,274,0.15328467
GPQA,OpenCode,unknown,Solution Execution,Solution Execution,184,274,0.67153285
GPQA,OpenCode,unknown,Solution Execution,__END__,1,274,0.00364964
GPQA,OpenCode,unknown,__START__,Solution Execution,1,274,0.00364964
GPQA,ZeroClaw,failure,Answer Delivery,Solution Execution,2,1477,0.00135410
GPQA,ZeroClaw,failure,Answer Delivery,__END__,30,1477,0.02031144
GPQA,ZeroClaw,failure,Plan Formation,Answer Delivery,1,1477,0.00067705
GPQA,ZeroClaw,failure,Plan Formation,Plan Formation,12,1477,0.00812458
GPQA,ZeroClaw,failure,Plan Formation,Problem Framing,3,1477,0.00203114
GPQA,ZeroClaw,failure,Plan Formation,Result Auditing,10,1477,0.00677048
GPQA,ZeroClaw,failure,Plan Formation,Solution Execution,108,1477,0.07312119
GPQA,ZeroClaw,failure,Problem Framing,Plan Formation,6,1477,0.00406229
GPQA,ZeroClaw,failure,Problem Framing,Problem Framing,1,1477,0.00067705
GPQA,ZeroClaw,failure,Problem Framing,Result Auditing,6,1477,0.00406229
GPQA,ZeroClaw,failure,Problem Framing,Solution Execution,33,1477,0.02234259
GPQA,ZeroClaw,failure,Result Auditing,Answer Delivery,6,1477,0.00406229
GPQA,ZeroClaw,failure,Result Auditing,Plan Formation,6,1477,0.00406229
GPQA,ZeroClaw,failure,Result Auditing,Problem Framing,9,1477,0.00609343
GPQA,ZeroClaw,failure,Result Auditing,Result Auditing,38,1477,0.02572783
GPQA,ZeroClaw,failure,Result Auditing,Solution Execution,108,1477,0.07312119
GPQA,ZeroClaw,failure,Result Auditing,__END__,1,1477,0.00067705
GPQA,ZeroClaw,failure,Solution Execution,Answer Delivery,25,1477,0.01692620
GPQA,ZeroClaw,failure,Solution Execution,Plan Formation,94,1477,0.06364252
GPQA,ZeroClaw,failure,Solution Execution,Problem Framing,27,1477,0.01828030
GPQA,ZeroClaw,failure,Solution Execution,Result Auditing,114,1477,0.07718348
GPQA,ZeroClaw,failure,Solution Execution,Solution Execution,794,1477,0.53757617
GPQA,ZeroClaw,failure,Solution Execution,__END__,6,1477,0.00406229
GPQA,ZeroClaw,failure,__START__,Plan Formation,16,1477,0.01083277
GPQA,ZeroClaw,failure,__START__,Problem Framing,6,1477,0.00406229
GPQA,ZeroClaw,failure,__START__,Solution Execution,15,1477,0.01015572
GPQA,ZeroClaw,success,Answer Delivery,Problem Framing,1,6227,0.00016059
GPQA,ZeroClaw,success,Answer Delivery,Solution Execution,4,6227,0.00064236
GPQA,ZeroClaw,success,Answer Delivery,__END__,154,6227,0.02473101
GPQA,ZeroClaw,success,Plan Formation,Answer Delivery,7,6227,0.00112414
GPQA,ZeroClaw,success,Plan Formation,Plan Formation,39,6227,0.00626305
GPQA,ZeroClaw,success,Plan Formation,Problem Framing,24,6227,0.00385418
GPQA,ZeroClaw,success,Plan Formation,Result Auditing,12,6227,0.00192709
GPQA,ZeroClaw,success,Plan Formation,Solution Execution,405,6227,0.06503934
GPQA,ZeroClaw,success,Problem Framing,Plan Formation,15,6227,0.00240886
GPQA,ZeroClaw,success,Problem Framing,Problem Framing,4,6227,0.00064236
GPQA,ZeroClaw,success,Problem Framing,Result Auditing,10,6227,0.00160591
GPQA,ZeroClaw,success,Problem Framing,Solution Execution,108,6227,0.01734383
GPQA,ZeroClaw,success,Result Auditing,Answer Delivery,6,6227,0.00096355
GPQA,ZeroClaw,success,Result Auditing,Plan Formation,13,6227,0.00208768
GPQA,ZeroClaw,success,Result Auditing,Problem Framing,15,6227,0.00240886
GPQA,ZeroClaw,success,Result Auditing,Result Auditing,75,6227,0.01204432
GPQA,ZeroClaw,success,Result Auditing,Solution Execution,322,6227,0.05171029
GPQA,ZeroClaw,success,Solution Execution,Answer Delivery,146,6227,0.02344628
GPQA,ZeroClaw,success,Solution Execution,Plan Formation,326,6227,0.05235266
GPQA,ZeroClaw,success,Solution Execution,Problem Framing,82,6227,0.01316846
GPQA,ZeroClaw,success,Solution Execution,Result Auditing,334,6227,0.05363739
GPQA,ZeroClaw,success,Solution Execution,Solution Execution,3971,6227,0.63770676
GPQA,ZeroClaw,success,__START__,Plan Formation,94,6227,0.01509555
GPQA,ZeroClaw,success,__START__,Problem Framing,11,6227,0.00176650
GPQA,ZeroClaw,success,__START__,Solution Execution,49,6227,0.00786896
HLE,DirectLLM,failure,Answer Delivery,Answer Delivery,14,251286,0.00005571
HLE,DirectLLM,failure,Answer Delivery,Plan Formation,12,251286,0.00004775
HLE,DirectLLM,failure,Answer Delivery,Problem Framing,3,251286,0.00001194
HLE,DirectLLM,failure,Answer Delivery,Result Auditing,72,251286,0.00028653
HLE,DirectLLM,failure,Answer Delivery,Solution Execution,81,251286,0.00032234
HLE,DirectLLM,failure,Answer Delivery,__END__,427,251286,0.00169926
HLE,DirectLLM,failure,Plan Formation,Answer Delivery,23,251286,0.00009153
HLE,DirectLLM,failure,Plan Formation,Plan Formation,43106,251286,0.17154159
HLE,DirectLLM,failure,Plan Formation,Problem Framing,148,251286,0.00058897
HLE,DirectLLM,failure,Plan Formation,Result Auditing,9267,251286,0.03687830
HLE,DirectLLM,failure,Plan Formation,Solution Execution,15605,251286,0.06210055
HLE,DirectLLM,failure,Plan Formation,__END__,13,251286,0.00005173
HLE,DirectLLM,failure,Problem Framing,Answer Delivery,13,251286,0.00005173
HLE,DirectLLM,failure,Problem Framing,Plan Formation,144,251286,0.00057305
HLE,DirectLLM,failure,Problem Framing,Problem Framing,67,251286,0.00026663
HLE,DirectLLM,failure,Problem Framing,Result Auditing,200,251286,0.00079591
HLE,DirectLLM,failure,Problem Framing,Solution Execution,1334,251286,0.00530869
HLE,DirectLLM,failure,Result Auditing,Answer Delivery,68,251286,0.00027061
HLE,DirectLLM,failure,Result Auditing,Plan Formation,10196,251286,0.04057528
HLE,DirectLLM,failure,Result Auditing,Problem Framing,195,251286,0.00077601
HLE,DirectLLM,failure,Result Auditing,Result Auditing,7597,251286,0.03023248
HLE,DirectLLM,failure,Result Auditing,Solution Execution,15877,251286,0.06318299
HLE,DirectLLM,failure,Result Auditing,__END__,4,251286,0.00001592
HLE,DirectLLM,failure,Solution Execution,Answer Delivery,491,251286,0.00195395
HLE,DirectLLM,failure,Solution Execution,Plan Formation,14692,251286,0.05846724
HLE,DirectLLM,failure,Solution Execution,Problem Framing,1307,251286,0.00520124
HLE,DirectLLM,failure,Solution Execution,Result Auditing,16788,251286,0.06680834
HLE,DirectLLM,failure,Solution Execution,Solution Execution,113076,251286,0.44998926
HLE,DirectLLM,failure,Solution Execution,__END__,11,251286,0.00004377
HLE,DirectLLM,failure,__START__,Plan Formation,12,251286,0.00004775
HLE,DirectLLM,failure,__START__,Problem Framing,38,251286,0.00015122
HLE,DirectLLM,failure,__START__,Result Auditing,13,251286,0.00005173
HLE,DirectLLM,failure,__START__,Solution Execution,392,251286,0.00155998
HLE,DirectLLM,success,Answer Delivery,Answer Delivery,2,55628,0.00003595
HLE,DirectLLM,success,Answer Delivery,Problem Framing,1,55628,0.00001798
HLE,DirectLLM,success,Answer Delivery,Result Auditing,6,55628,0.00010786
HLE,DirectLLM,success,Answer Delivery,Solution Execution,10,55628,0.00017977
HLE,DirectLLM,success,Answer Delivery,__END__,135,55628,0.00242684
HLE,DirectLLM,success,Plan Formation,Answer Delivery,10,55628,0.00017977
HLE,DirectLLM,success,Plan Formation,Plan Formation,3693,55628,0.06638743
HLE,DirectLLM,success,Plan Formation,Problem Framing,50,55628,0.00089883
HLE,DirectLLM,success,Plan Formation,Result Auditing,860,55628,0.01545984
HLE,DirectLLM,success,Plan Formation,Solution Execution,4196,55628,0.07542964
HLE,DirectLLM,success,Plan Formation,__END__,1,55628,0.00001798
HLE,DirectLLM,success,Problem Framing,Answer Delivery,2,55628,0.00003595
HLE,DirectLLM,success,Problem Framing,Plan Formation,54,55628,0.00097073
HLE,DirectLLM,success,Problem Framing,Problem Framing,31,55628,0.00055727
HLE,DirectLLM,success,Problem Framing,Result Auditing,67,55628,0.00120443
HLE,DirectLLM,success,Problem Framing,Solution Execution,451,55628,0.00810743
HLE,DirectLLM,success,Result Auditing,Answer Delivery,7,55628,0.00012584
HLE,DirectLLM,success,Result Auditing,Plan Formation,762,55628,0.01369814
HLE,DirectLLM,success,Result Auditing,Problem Framing,61,55628,0.00109657
HLE,DirectLLM,success,Result Auditing,Result Auditing,1571,55628,0.02824117
HLE,DirectLLM,success,Result Auditing,Solution Execution,5139,55628,0.09238153
HLE,DirectLLM,success,Solution Execution,Answer Delivery,133,55628,0.00239088
HLE,DirectLLM,success,Solution Execution,Plan Formation,4297,55628,0.07724527
HLE,DirectLLM,success,Solution Execution,Problem Framing,448,55628,0.00805350
HLE,DirectLLM,success,Solution Execution,Result Auditing,5033,55628,0.09047602
HLE,DirectLLM,success,Solution Execution,Solution Execution,28472,55628,0.51182858
HLE,DirectLLM,success,__START__,Plan Formation,4,55628,0.00007191
HLE,DirectLLM,success,__START__,Problem Framing,14,55628,0.00025167
HLE,DirectLLM,success,__START__,Result Auditing,3,55628,0.00005393
HLE,DirectLLM,success,__START__,Solution Execution,115,55628,0.00206730
HLE,OpenClaw,failure,Answer Delivery,Answer Delivery,7,71540,0.00009785
HLE,OpenClaw,failure,Answer Delivery,Plan Formation,2,71540,0.00002796
HLE,OpenClaw,failure,Answer Delivery,Problem Framing,9,71540,0.00012580
HLE,OpenClaw,failure,Answer Delivery,Result Auditing,364,71540,0.00508806
HLE,OpenClaw,failure,Answer Delivery,Solution Execution,15,71540,0.00020967
HLE,OpenClaw,failure,Answer Delivery,Tool Grounding,1,71540,0.00001398
HLE,OpenClaw,failure,Answer Delivery,__END__,285,71540,0.00398379
HLE,OpenClaw,failure,Plan Formation,Answer Delivery,22,71540,0.00030752
HLE,OpenClaw,failure,Plan Formation,Plan Formation,551,71540,0.00770198
HLE,OpenClaw,failure,Plan Formation,Problem Framing,93,71540,0.00129997
HLE,OpenClaw,failure,Plan Formation,Result Auditing,671,71540,0.00937937
HLE,OpenClaw,failure,Plan Formation,Solution Execution,2758,71540,0.03855186
HLE,OpenClaw,failure,Plan Formation,__END__,20,71540,0.00027956
HLE,OpenClaw,failure,Problem Framing,Answer Delivery,97,71540,0.00135588
HLE,OpenClaw,failure,Problem Framing,Plan Formation,123,71540,0.00171932
HLE,OpenClaw,failure,Problem Framing,Problem Framing,372,71540,0.00519989
HLE,OpenClaw,failure,Problem Framing,Result Auditing,664,71540,0.00928152
HLE,OpenClaw,failure,Problem Framing,Solution Execution,1579,71540,0.02207157
HLE,OpenClaw,failure,Problem Framing,__END__,16,71540,0.00022365
HLE,OpenClaw,failure,Result Auditing,Answer Delivery,33,71540,0.00046128
HLE,OpenClaw,failure,Result Auditing,Plan Formation,527,71540,0.00736651
HLE,OpenClaw,failure,Result Auditing,Problem Framing,693,71540,0.00968689
HLE,OpenClaw,failure,Result Auditing,Result Auditing,2845,71540,0.03976796
HLE,OpenClaw,failure,Result Auditing,Solution Execution,8871,71540,0.12400056
HLE,OpenClaw,failure,Result Auditing,__END__,34,71540,0.00047526
HLE,OpenClaw,failure,Solution Execution,Answer Delivery,523,71540,0.00731060
HLE,OpenClaw,failure,Solution Execution,Plan Formation,2758,71540,0.03855186
HLE,OpenClaw,failure,Solution Execution,Problem Framing,1652,71540,0.02309198
HLE,OpenClaw,failure,Solution Execution,Result Auditing,8443,71540,0.11801789
HLE,OpenClaw,failure,Solution Execution,Solution Execution,31539,71540,0.44085826
HLE,OpenClaw,failure,Solution Execution,__END__,87,71540,0.00121610
HLE,OpenClaw,failure,Tool Grounding,Answer Delivery,1,71540,0.00001398
HLE,OpenClaw,failure,Tool Grounding,Plan Formation,17,71540,0.00023763
HLE,OpenClaw,failure,Tool Grounding,Problem Framing,1,71540,0.00001398
HLE,OpenClaw,failure,Tool Grounding,Result Auditing,14,71540,0.00019569
HLE,OpenClaw,failure,Tool Grounding,Solution Execution,66,71540,0.00092256
HLE,OpenClaw,failure,Tool Grounding,Tool Grounding,5211,71540,0.07284037
HLE,OpenClaw,failure,Tool Grounding,__END__,67,71540,0.00093654
HLE,OpenClaw,failure,__START__,Plan Formation,137,71540,0.00191501
HLE,OpenClaw,failure,__START__,Problem Framing,31,71540,0.00043332
HLE,OpenClaw,failure,__START__,Result Auditing,2,71540,0.00002796
HLE,OpenClaw,failure,__START__,Solution Execution,174,71540,0.00243221
HLE,OpenClaw,failure,__START__,Tool Grounding,165,71540,0.00230640
HLE,OpenClaw,success,Answer Delivery,Answer Delivery,1,4391,0.00022774
HLE,OpenClaw,success,Answer Delivery,Plan Formation,1,4391,0.00022774
HLE,OpenClaw,success,Answer Delivery,Problem Framing,2,4391,0.00045548
HLE,OpenClaw,success,Answer Delivery,Result Auditing,4,4391,0.00091095
HLE,OpenClaw,success,Answer Delivery,Solution Execution,5,4391,0.00113869
HLE,OpenClaw,success,Answer Delivery,__END__,79,4391,0.01799135
HLE,OpenClaw,success,Plan Formation,Answer Delivery,2,4391,0.00045548
HLE,OpenClaw,success,Plan Formation,Plan Formation,28,4391,0.00637668
HLE,OpenClaw,success,Plan Formation,Problem Framing,14,4391,0.00318834
HLE,OpenClaw,success,Plan Formation,Result Auditing,13,4391,0.00296060
HLE,OpenClaw,success,Plan Formation,Solution Execution,229,4391,0.05215213
HLE,OpenClaw,success,Problem Framing,Answer Delivery,3,4391,0.00068322
HLE,OpenClaw,success,Problem Framing,Plan Formation,23,4391,0.00523799
HLE,OpenClaw,success,Problem Framing,Problem Framing,10,4391,0.00227739
HLE,OpenClaw,success,Problem Framing,Result Auditing,34,4391,0.00774311
HLE,OpenClaw,success,Problem Framing,Solution Execution,115,4391,0.02618993
HLE,OpenClaw,success,Result Auditing,Answer Delivery,5,4391,0.00113869
HLE,OpenClaw,success,Result Auditing,Plan Formation,18,4391,0.00409929
HLE,OpenClaw,success,Result Auditing,Problem Framing,18,4391,0.00409929
HLE,OpenClaw,success,Result Auditing,Result Auditing,70,4391,0.01594170
HLE,OpenClaw,success,Result Auditing,Solution Execution,350,4391,0.07970849
HLE,OpenClaw,success,Solution Execution,Answer Delivery,81,4391,0.01844682
HLE,OpenClaw,success,Solution Execution,Plan Formation,199,4391,0.04531997
HLE,OpenClaw,success,Solution Execution,Problem Framing,134,4391,0.03051697
HLE,OpenClaw,success,Solution Execution,Result Auditing,335,4391,0.07629242
HLE,OpenClaw,success,Solution Execution,Solution Execution,2292,4391,0.52197677
HLE,OpenClaw,success,Tool Grounding,Plan Formation,4,4391,0.00091095
HLE,OpenClaw,success,Tool Grounding,Problem Framing,2,4391,0.00045548
HLE,OpenClaw,success,Tool Grounding,Result Auditing,4,4391,0.00091095
HLE,OpenClaw,success,Tool Grounding,Solution Execution,19,4391,0.00432703
HLE,OpenClaw,success,Tool Grounding,Tool Grounding,218,4391,0.04964701
HLE,OpenClaw,success,__START__,Plan Formation,13,4391,0.00296060
HLE,OpenClaw,success,__START__,Problem Framing,5,4391,0.00113869
HLE,OpenClaw,success,__START__,Result Auditing,1,4391,0.00022774
HLE,OpenClaw,success,__START__,Solution Execution,31,4391,0.00705990
HLE,OpenClaw,success,__START__,Tool Grounding,29,4391,0.00660442
HLE,OpenClaw,unknown,Answer Delivery,Tool Grounding,1,466,0.00214592
HLE,OpenClaw,unknown,Plan Formation,Problem Framing,1,466,0.00214592
HLE,OpenClaw,unknown,Plan Formation,Solution Execution,6,466,0.01287554
HLE,OpenClaw,unknown,Problem Framing,Plan Formation,1,466,0.00214592
HLE,OpenClaw,unknown,Problem Framing,Result Auditing,1,466,0.00214592
HLE,OpenClaw,unknown,Result Auditing,Result Auditing,6,466,0.01287554
HLE,OpenClaw,unknown,Result Auditing,Solution Execution,121,466,0.25965665
HLE,OpenClaw,unknown,Solution Execution,Answer Delivery,1,466,0.00214592
HLE,OpenClaw,unknown,Solution Execution,Plan Formation,6,466,0.01287554
HLE,OpenClaw,unknown,Solution Execution,Problem Framing,1,466,0.00214592
HLE,OpenClaw,unknown,Solution Execution,Result Auditing,120,466,0.25751073
HLE,OpenClaw,unknown,Solution Execution,Solution Execution,133,466,0.28540773
HLE,OpenClaw,unknown,Solution Execution,__END__,1,466,0.00214592
HLE,OpenClaw,unknown,Tool Grounding,Solution Execution,1,466,0.00214592
HLE,OpenClaw,unknown,Tool Grounding,Tool Grounding,61,466,0.13090129
HLE,OpenClaw,unknown,Tool Grounding,__END__,2,466,0.00429185
HLE,OpenClaw,unknown,__START__,Solution Execution,1,466,0.00214592
HLE,OpenClaw,unknown,__START__,Tool Grounding,2,466,0.00429185
HLE,OpenCode,failure,Answer Delivery,Plan Formation,125,83630,0.00149468
HLE,OpenCode,failure,Answer Delivery,Problem Framing,55,83630,0.00065766
HLE,OpenCode,failure,Answer Delivery,Result Auditing,12,83630,0.00014349
HLE,OpenCode,failure,Answer Delivery,Solution Execution,195,83630,0.00233170
HLE,OpenCode,failure,Answer Delivery,__END__,359,83630,0.00429272
HLE,OpenCode,failure,Plan Formation,Answer Delivery,28,83630,0.00033481
HLE,OpenCode,failure,Plan Formation,Plan Formation,406,83630,0.00485472
HLE,OpenCode,failure,Plan Formation,Problem Framing,116,83630,0.00138706
HLE,OpenCode,failure,Plan Formation,Result Auditing,280,83630,0.00334808
HLE,OpenCode,failure,Plan Formation,Solution Execution,2827,83630,0.03380366
HLE,OpenCode,failure,Plan Formation,Tool Grounding,324,83630,0.00387421
HLE,OpenCode,failure,Plan Formation,__END__,50,83630,0.00059787
HLE,OpenCode,failure,Problem Framing,Answer Delivery,26,83630,0.00031089
HLE,OpenCode,failure,Problem Framing,Plan Formation,214,83630,0.00255889
