task_id,harness,n_segments,arm_sequence,dominant_mode,dominant_rate,arm_entropy,PD->PD,reason->PD,reason->IC,PD->reason,reason->UN,UN->reason,RR->reason,PD->IC,rate_SE,rate_PD,rate_IC,rate_UN,rate_RR,rate_reason,correct,score,outcome
gpqa_20,directllm,7,RR|PD|reason|PD|reason|reason|reason,reason,0.5714,0.9557,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.5714285714285714,True,1.0,correct
gpqa_21,directllm,9,PD|PD|reason|reason|reason|reason|reason|reason|reason,reason,0.7778,0.5297,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.7777777777777778,True,1.0,correct
gpqa_22,directllm,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,wrong
gpqa_23,directllm,5,PD|UN|reason|reason|PD,PD,0.4,1.0549,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.4,True,1.0,correct
gpqa_24,directllm,5,RR|reason|PD|reason|UN,reason,0.4,1.3322,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.2,0.0,0.2,0.2,0.4,True,1.0,correct
gpqa_25,directllm,6,PD|reason|PD|reason|PD|reason,PD,0.5,0.6931,0.0,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,True,1.0,correct
gpqa_26,directllm,7,RR|PD|PD|PD|PD|PD|reason,PD,0.7143,0.7963,0.6666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.14285714285714285,0.14285714285714285,True,1.0,correct
gpqa_27,directllm,5,RR|PD|reason|PD|reason,PD,0.4,1.0549,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.4,True,1.0,correct
gpqa_28,directllm,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,wrong
gpqa_29,directllm,5,RR|PD|IC|reason|reason,reason,0.4,1.3322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.2,0.2,0.0,0.2,0.4,True,1.0,correct
gpqa_3,directllm,5,PD|reason|reason|reason|PD,reason,0.6,0.673,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6,True,1.0,correct
gpqa_30,directllm,6,PD|PD|reason|reason|PD|reason,PD,0.5,0.6931,0.2,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,False,0.0,wrong
gpqa_31,directllm,4,RR|reason|PD|reason,reason,0.5,1.0397,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.25,0.0,0.0,0.25,0.5,False,0.0,wrong
gpqa_32,directllm,8,PD|reason|reason|reason|reason|reason|PD|reason,reason,0.75,0.5623,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75,True,1.0,correct
gpqa_33,directllm,5,PD|PD|IC|reason|PD,PD,0.6,0.9503,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.6,0.2,0.0,0.0,0.2,True,1.0,correct
gpqa_34,directllm,8,RR|reason|reason|PD|PD|PD|reason|reason,reason,0.5,0.9743,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.375,0.0,0.0,0.125,0.5,True,1.0,correct
gpqa_35,directllm,6,RR|reason|reason|PD|PD|reason,reason,0.5,1.0114,0.2,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.5,True,1.0,correct
gpqa_36,directllm,7,RR|reason|reason|reason|reason|PD|PD,reason,0.5714,0.9557,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.5714285714285714,True,1.0,correct
gpqa_37,directllm,7,IC|reason|PD|PD|reason|PD|reason,reason,0.4286,1.0042,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.42857142857142855,True,1.0,correct
gpqa_38,directllm,9,RR|reason|reason|reason|PD|PD|PD|reason|reason,reason,0.5556,0.9369,0.25,0.125,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.3333333333333333,0.0,0.0,0.1111111111111111,0.5555555555555556,False,0.0,wrong
gpqa_39,directllm,8,RR|reason|IC|reason|reason|reason|PD|reason,reason,0.625,1.0735,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.125,0.125,0.0,0.125,0.625,True,1.0,correct
gpqa_4,directllm,2,PD|PD,PD,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1.0,correct
gpqa_40,directllm,6,RR|PD|reason|reason|UN|reason,reason,0.5,1.2425,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.5,True,1.0,correct
gpqa_41,directllm,8,RR|reason|reason|reason|reason|reason|reason|IC,reason,0.75,0.7356,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.125,0.0,0.125,0.75,True,1.0,correct
gpqa_42,directllm,4,RR|PD|IC|reason,RR,0.25,1.3863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.25,0.25,0.0,0.25,0.25,True,1.0,correct
gpqa_43,directllm,8,UN|reason|reason|reason|reason|reason|PD|reason,reason,0.75,0.7356,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.75,False,0.0,wrong
gpqa_44,directllm,8,PD|reason|IC|reason|PD|reason|reason|reason,reason,0.625,0.9003,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.625,True,1.0,correct
gpqa_45,directllm,9,PD|reason|reason|IC|PD|reason|PD|reason|reason,reason,0.5556,0.9369,0.0,0.125,0.125,0.375,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.0,0.0,0.5555555555555556,True,1.0,correct
gpqa_46,directllm,7,PD|reason|PD|PD|PD|reason|reason,PD,0.5714,0.6829,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.42857142857142855,True,1.0,correct
gpqa_47,directllm,5,RR|reason|reason|reason|reason,reason,0.8,0.5004,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2,0.8,True,1.0,correct
gpqa_48,directllm,7,PD|SE|reason|IC|reason|reason|PD,reason,0.4286,1.277,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.0,0.42857142857142855,True,1.0,correct
gpqa_49,directllm,4,IC|IC|IC|reason,IC,0.75,0.5623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,True,1.0,correct
gpqa_5,directllm,5,PD|PD|PD|PD|PD,PD,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1.0,correct
gpqa_50,directllm,6,PD|PD|PD|PD|IC|reason,PD,0.6667,0.8676,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,True,1.0,correct
gpqa_51,directllm,6,RR|reason|reason|reason|reason|reason,reason,0.8333,0.4506,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,True,1.0,correct
gpqa_52,directllm,5,RR|reason|reason|PD|PD,reason,0.4,1.0549,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.4,0.0,0.0,0.2,0.4,True,1.0,correct
gpqa_53,directllm,5,PD|reason|reason|PD|reason,reason,0.6,0.673,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.6,True,1.0,correct
gpqa_54,directllm,6,PD|reason|reason|reason|reason|PD,reason,0.6667,0.6365,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,True,1.0,correct
gpqa_55,directllm,7,RR|reason|PD|reason|reason|reason|reason,reason,0.7143,0.7963,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.7142857142857143,True,1.0,correct
gpqa_56,directllm,6,PD|reason|IC|PD|reason|reason,reason,0.5,1.0114,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.5,True,1.0,correct
gpqa_57,directllm,7,RR|reason|PD|reason|reason|reason|reason,reason,0.7143,0.7963,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.7142857142857143,True,1.0,correct
gpqa_58,directllm,6,RR|reason|reason|reason|reason|reason,reason,0.8333,0.4506,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,True,1.0,correct
gpqa_59,directllm,7,RR|SE|reason|reason|reason|reason|reason,reason,0.7143,0.7963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,True,1.0,correct
gpqa_6,directllm,5,RR|reason|reason|PD|reason,reason,0.6,0.9503,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.2,0.0,0.0,0.2,0.6,True,1.0,correct
gpqa_60,directllm,7,RR|reason|UN|reason|UN|reason|reason,reason,0.5714,0.9557,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.5714285714285714,True,1.0,correct
gpqa_61,directllm,5,RR|reason|reason|reason|reason,reason,0.8,0.5004,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2,0.8,True,1.0,correct
gpqa_62,directllm,7,RR|SE|reason|PD|reason|reason|reason,reason,0.5714,1.1537,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.5714285714285714,True,1.0,correct
gpqa_63,directllm,7,RR|reason|reason|reason|reason|reason|reason,reason,0.8571,0.4101,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.8571428571428571,True,1.0,correct
gpqa_64,directllm,7,RR|PD|reason|PD|PD|reason|reason,PD,0.4286,1.0042,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.14285714285714285,0.42857142857142855,False,0.0,wrong
gpqa_65,directllm,10,PD|reason|reason|PD|reason|reason|PD|PD|PD|reason,PD,0.5,0.6931,0.2222222222222222,0.2222222222222222,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,False,0.0,wrong
gpqa_66,directllm,5,RR|PD|reason|reason|reason,reason,0.6,0.9503,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.6,True,1.0,correct
gpqa_67,directllm,7,RR|PD|PD|reason|RR|PD|reason,PD,0.4286,1.079,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.2857142857142857,0.2857142857142857,True,1.0,correct
gpqa_68,directllm,7,RR|reason|reason|PD|reason|reason|PD,reason,0.5714,0.9557,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.5714285714285714,True,1.0,correct
gpqa_69,directllm,7,RR|PD|reason|reason|IC|reason|reason,reason,0.5714,1.1537,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.5714285714285714,True,1.0,correct
gpqa_7,directllm,8,PD|reason|reason|PD|PD|PD|UN|UN,PD,0.5,1.0397,0.2857142857142857,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.25,True,1.0,correct
gpqa_70,directllm,5,RR|reason|reason|UN|reason,reason,0.6,0.9503,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.2,0.2,0.6,False,0.0,wrong
gpqa_71,directllm,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,0.0,wrong
gpqa_72,directllm,7,RR|PD|reason|reason|reason|reason|reason,reason,0.7143,0.7963,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.7142857142857143,True,1.0,correct
gpqa_73,directllm,6,RR|reason|PD|IC|reason|reason,reason,0.5,1.2425,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.5,True,1.0,correct
gpqa_74,directllm,8,PD|reason|PD|reason|reason|PD|reason|reason,reason,0.625,0.6616,0.0,0.2857142857142857,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.625,True,1.0,correct
gpqa_75,directllm,5,RR|PD|PD|PD|PD,PD,0.8,0.5004,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,True,1.0,correct
gpqa_76,directllm,7,RR|reason|UN|reason|PD|reason|reason,reason,0.5714,1.1537,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,False,0.0,wrong
gpqa_77,directllm,6,RR|PD|reason|reason|reason|reason,reason,0.6667,0.8676,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.6666666666666666,True,1.0,correct
gpqa_78,directllm,4,RR|reason|PD|reason,reason,0.5,1.0397,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.25,0.0,0.0,0.25,0.5,False,0.0,wrong
gpqa_79,directllm,5,RR|reason|reason|reason|reason,reason,0.8,0.5004,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2,0.8,False,0.0,wrong
gpqa_8,directllm,5,PD|IC|PD|PD|PD,PD,0.8,0.5004,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.8,0.2,0.0,0.0,0.0,True,1.0,correct
gpqa_80,directllm,7,RR|reason|reason|PD|reason|reason|reason,reason,0.7143,0.7963,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.7142857142857143,True,1.0,correct
gpqa_81,directllm,8,RR|PD|reason|reason|reason|reason|reason|reason,reason,0.75,0.7356,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.75,True,1.0,correct
gpqa_82,directllm,6,RR|reason|PD|IC|IC|PD,PD,0.3333,1.3297,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.3333333333333333,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,True,1.0,correct
gpqa_83,directllm,5,RR|PD|reason|reason|reason,reason,0.6,0.9503,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.6,True,1.0,correct
gpqa_84,directllm,6,IC|PD|PD|reason|PD|reason,PD,0.5,1.0114,0.2,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.0,0.0,0.3333333333333333,True,1.0,correct
gpqa_85,directllm,8,RR|PD|PD|PD|PD|PD|reason|reason,PD,0.625,0.9003,0.5714285714285714,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.125,0.25,True,1.0,correct
gpqa_86,directllm,7,IC|reason|PD|reason|PD|reason|PD,reason,0.4286,1.0042,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.42857142857142855,False,0.0,wrong
gpqa_87,directllm,6,RR|PD|PD|reason|reason|reason,reason,0.5,1.0114,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.5,False,0.0,wrong
gpqa_88,directllm,4,RR|reason|reason|reason,reason,0.75,0.5623,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.25,0.75,False,0.0,wrong
gpqa_89,directllm,6,RR|PD|reason|PD|reason|reason,reason,0.5,1.0114,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.5,True,1.0,correct
gpqa_9,directllm,5,RR|reason|reason|UN|reason,reason,0.6,0.9503,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.2,0.2,0.6,True,1.0,correct
gpqa_90,directllm,8,RR|PD|reason|reason|reason|reason|reason|reason,reason,0.75,0.7356,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.75,True,1.0,correct
gpqa_91,directllm,7,RR|reason|reason|PD|reason|IC|reason,reason,0.5714,1.1537,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.5714285714285714,True,1.0,correct
gpqa_92,directllm,4,PD|reason|UN|PD,PD,0.5,1.0397,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.25,True,1.0,correct
gpqa_93,directllm,7,RR|reason|PD|IC|reason|reason|reason,reason,0.5714,1.1537,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.5714285714285714,True,1.0,correct
gpqa_94,directllm,8,RR|reason|reason|reason|reason|reason|reason|reason,reason,0.875,0.3768,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.125,0.875,True,1.0,correct
gpqa_95,directllm,5,UN|reason|reason|reason|UN,reason,0.6,0.673,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,True,1.0,correct
gpqa_96,directllm,8,RR|PD|PD|PD|PD|PD|reason|PD,PD,0.75,0.7356,0.5714285714285714,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.125,0.125,True,1.0,correct
gpqa_97,directllm,5,RR|reason|reason|reason|reason,reason,0.8,0.5004,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.2,0.8,False,0.0,wrong
gpqa_98,directllm,3,RR|reason|IC,RR,0.3333,1.0986,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,True,1.0,correct
gpqa_99,directllm,7,RR|PD|PD|PD|PD|PD|reason,PD,0.7143,0.7963,0.6666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.14285714285714285,0.14285714285714285,True,1.0,correct
gpqa_0,openclaw,1,PD,PD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1.0,correct
gpqa_1,openclaw,1,PD,PD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1.0,correct
gpqa_10,openclaw,1,PD,PD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,0.0,wrong
gpqa_100,openclaw,1,PD,PD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1.0,correct
gpqa_101,openclaw,1,PD,PD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1.0,correct
gpqa_102,openclaw,1,PD,PD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,0.0,wrong
gpqa_103,openclaw,1,IC,IC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,0.0,wrong
gpqa_104,openclaw,1,reason,reason,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,correct
gpqa_105,openclaw,1,UN,UN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,1.0,correct
gpqa_106,openclaw,1,IC,IC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,0.0,wrong
gpqa_107,openclaw,1,IC,IC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,1.0,correct
gpqa_108,openclaw,1,PD,PD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,0.0,wrong
gpqa_109,openclaw,1,reason,reason,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,wrong
gpqa_11,openclaw,1,PD,PD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1.0,correct
gpqa_110,openclaw,1,PD,PD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1.0,correct
gpqa_111,openclaw,1,reason,reason,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,correct
gpqa_112,openclaw,1,PD,PD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1.0,correct
gpqa_113,openclaw,1,reason,reason,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,correct
gpqa_114,openclaw,1,reason,reason,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,correct
gpqa_115,openclaw,1,IC,IC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,True,1.0,correct
gpqa_116,openclaw,1,reason,reason,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,0.0,wrong
gpqa_117,openclaw,1,reason,reason,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,correct
gpqa_118,openclaw,1,PD,PD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1.0,correct
gpqa_119,openclaw,1,PD,PD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1.0,correct
gpqa_12,openclaw,1,PD,PD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1.0,correct
gpqa_120,openclaw,1,PD,PD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1.0,correct
gpqa_121,openclaw,1,PD,PD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1.0,correct
gpqa_122,openclaw,1,reason,reason,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1.0,correct
gpqa_123,openclaw,1,PD,PD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1.0,correct
gpqa_124,openclaw,1,PD,PD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1.0,correct
gpqa_125,openclaw,1,PD,PD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1.0,correct
gpqa_126,openclaw,1,PD,PD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1.0,correct
gpqa_127,openclaw,1,IC,IC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False,0.0,wrong
gpqa_128,openclaw,1,PD,PD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1.0,correct
gpqa_129,openclaw,1,PD,PD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1.0,correct
