harness,task_id,correct,mean_entropy,n_tokens
zeroclaw,gpqa_7,1,0.12430654398325258,3439
zeroclaw,gpqa_70,0,0.44637635554026683,1050
zeroclaw,gpqa_71,0,0.05310836825161603,16139
zeroclaw,gpqa_72,1,0.3149969000426488,1738
zeroclaw,gpqa_73,1,0.3319573228362692,914
zeroclaw,gpqa_74,1,0.15994129681112804,1981
zeroclaw,gpqa_75,1,0.33140788288909473,1412
zeroclaw,gpqa_76,1,0.3453776147813298,2130
zeroclaw,gpqa_77,1,0.46522011691274623,2129
zeroclaw,gpqa_78,1,0.2600371260659406,2116
zeroclaw,gpqa_79,0,0.3232576006212901,1837
zeroclaw,gpqa_8,1,0.15712826908003288,1990
zeroclaw,gpqa_80,1,0.22888007530080573,1973
zeroclaw,gpqa_81,1,0.5343961073475215,2537
zeroclaw,gpqa_82,1,0.2872373178768846,2969
zeroclaw,gpqa_83,0,0.33355801951650854,1528
zeroclaw,gpqa_84,1,0.3825408245611574,2437
zeroclaw,gpqa_85,1,0.39919092934229466,1911
zeroclaw,gpqa_86,1,0.433007876897333,1750
zeroclaw,gpqa_87,0,0.4099481149614297,1388
zeroclaw,gpqa_88,1,0.3839685041457466,1312
zeroclaw,gpqa_89,0,0.25191423119927775,1967
zeroclaw,gpqa_9,1,0.34815423246097776,2077
zeroclaw,gpqa_90,0,0.41162936965563995,2165
zeroclaw,gpqa_91,1,0.358702720095099,1176
zeroclaw,gpqa_92,1,0.38635244048386935,885
zeroclaw,gpqa_93,1,0.27260452869240887,1878
zeroclaw,gpqa_94,1,0.2852037103172848,2262
zeroclaw,gpqa_95,1,0.3494152317838507,1829
zeroclaw,gpqa_96,1,0.23552265958787383,7277
zeroclaw,gpqa_97,0,0.3997389567722751,1809
zeroclaw,gpqa_98,1,0.4587486914240081,2611
zeroclaw,gpqa_99,1,0.2935030346065825,1149
directllm,gpqa_0,1,0.3761909713542868,5951
directllm,gpqa_1,1,0.3161614867567852,6371
directllm,gpqa_10,0,0.29602257425910705,17544
directllm,gpqa_100,0,0.08001019791592595,32768
directllm,gpqa_101,0,0.1777245104308178,32768
directllm,gpqa_102,1,0.27146805313706596,23407
directllm,gpqa_103,0,0.4077045860474807,12078
directllm,gpqa_104,1,0.3315426688300391,7972
directllm,gpqa_105,1,0.38574955211127865,8974
directllm,gpqa_106,0,0.3382204035619856,12837
directllm,gpqa_107,0,0.33269240133733635,14260
directllm,gpqa_108,0,0.3631867333421904,15175
directllm,gpqa_109,0,0.21839469525032368,32768
directllm,gpqa_11,1,0.33565474563558106,7152
directllm,gpqa_110,1,0.4028666104904358,15696
directllm,gpqa_111,0,0.31559595659111106,19632
directllm,gpqa_112,0,0.3403004916671011,12010
directllm,gpqa_113,0,0.06379215433920149,32768
directllm,gpqa_114,0,0.42307111597591074,12722
directllm,gpqa_115,1,0.4272782688285753,6949
directllm,gpqa_116,0,0.30971828670166074,15562
directllm,gpqa_117,1,0.473344163225925,8020
directllm,gpqa_118,1,0.35001617852485944,10309
directllm,gpqa_119,0,0.4326306777927096,13025
directllm,gpqa_12,1,0.3080078088569594,10180
directllm,gpqa_120,0,0.33173381182972617,14916
directllm,gpqa_121,1,0.3500785522286533,15322
directllm,gpqa_122,1,0.460387895870269,8568
directllm,gpqa_123,0,0.4082174622891131,15034
directllm,gpqa_124,1,0.28629922421461595,14850
directllm,gpqa_125,1,0.38942402213719657,14037
directllm,gpqa_126,1,0.3287165664521823,10707
directllm,gpqa_127,1,0.24891549493481768,22932
directllm,gpqa_128,1,0.3324681709014891,12128
directllm,gpqa_129,0,0.31876919100280593,14502
directllm,gpqa_13,1,0.25139444259697813,3684
directllm,gpqa_130,0,0.2662642225922279,17361
directllm,gpqa_131,1,0.314019023838059,9806
directllm,gpqa_132,1,0.40925784312496727,13844
directllm,gpqa_133,1,0.3681557638232679,10966
directllm,gpqa_134,0,0.034505925478518835,32768
directllm,gpqa_135,0,0.1653015996245848,32768
directllm,gpqa_136,1,0.3777682213430249,7490
directllm,gpqa_137,0,0.29824766844725836,11838
directllm,gpqa_138,1,0.33979197336838884,6684
directllm,gpqa_139,1,0.34694786877360356,12330
directllm,gpqa_14,1,0.44256280699803885,6302
directllm,gpqa_140,1,0.34787501998385806,8726
directllm,gpqa_141,1,0.32612340630017544,10277
directllm,gpqa_142,1,0.2827207078413425,15632
directllm,gpqa_143,1,0.3178481460252579,17401
directllm,gpqa_144,1,0.3288561614490923,7387
directllm,gpqa_145,1,0.42146367955042213,9537
directllm,gpqa_146,1,0.38237711071533687,7745
directllm,gpqa_147,1,0.2801695108333941,7120
directllm,gpqa_148,1,0.2737133684774238,7196
directllm,gpqa_149,0,0.3248623492329537,10494
directllm,gpqa_15,1,0.34194165134700993,7635
directllm,gpqa_150,1,0.2677845706116395,6620
directllm,gpqa_151,1,0.23182275556478035,5241
directllm,gpqa_152,1,0.23332398050927985,8004
directllm,gpqa_153,1,0.5290738870720696,4438
directllm,gpqa_154,1,0.22508916017906402,10850
directllm,gpqa_155,1,0.2781652983974045,7413
directllm,gpqa_156,1,0.24938736901135125,10517
directllm,gpqa_157,1,0.40187415214207384,5474
directllm,gpqa_158,1,0.38942136620366696,11040
directllm,gpqa_159,1,0.3083644796720652,9425
directllm,gpqa_16,1,0.34313891646088795,5132
directllm,gpqa_160,1,0.17530348653812375,11838
directllm,gpqa_161,1,0.21911224971919113,7640
directllm,gpqa_162,1,0.2071646629769544,13929
directllm,gpqa_163,1,0.20402219459772775,15425
directllm,gpqa_164,1,0.19935634704030794,7215
directllm,gpqa_165,1,0.25446936737929676,6592
directllm,gpqa_166,1,0.18938532741869787,8336
directllm,gpqa_167,1,0.21631634469624406,5928
directllm,gpqa_168,1,0.19580871426909957,6912
directllm,gpqa_169,1,0.5021312199294923,4407
directllm,gpqa_17,1,0.2179659779581379,9330
directllm,gpqa_170,1,0.18953007047398457,6488
directllm,gpqa_171,1,0.21343179761183156,8745
directllm,gpqa_172,1,0.3308417992907756,10930
directllm,gpqa_173,1,0.26815042702179925,12858
directllm,gpqa_174,1,0.25833805604623433,10734
directllm,gpqa_175,1,0.2789544183472107,9369
directllm,gpqa_176,1,0.3004831330172602,7754
directllm,gpqa_177,1,0.32249818144350223,5922
directllm,gpqa_178,1,0.2736731013166447,8651
directllm,gpqa_179,1,0.17220821313755086,7782
directllm,gpqa_18,0,0.03617502644114954,32768
directllm,gpqa_180,1,0.26561287052975585,6651
directllm,gpqa_181,1,0.2383096736648526,4750
directllm,gpqa_182,1,0.15698027688127406,8354
directllm,gpqa_183,1,0.11309937526376145,8573
directllm,gpqa_184,1,0.1838815145403505,14243
directllm,gpqa_185,1,0.3777452455778783,12009
directllm,gpqa_186,1,0.20948668001404322,7680
directllm,gpqa_187,1,0.24882364035480392,7157
directllm,gpqa_188,1,0.1825152290389647,10609
directllm,gpqa_189,1,0.17128076571363998,8145
directllm,gpqa_19,1,0.17548774237896309,7911
directllm,gpqa_190,1,0.2554427871770883,4806
directllm,gpqa_191,1,0.3425417423412426,5060
directllm,gpqa_192,1,0.27774449429816306,12585
directllm,gpqa_193,1,0.2104327344208721,6013
directllm,gpqa_194,1,0.2452921117417622,7503
directllm,gpqa_195,1,0.2109559894850039,5243
directllm,gpqa_196,0,0.3626475393984059,10818
directllm,gpqa_197,1,0.303669800885362,14253
directllm,gpqa_2,1,0.3319182474112028,6980
directllm,gpqa_20,1,0.35748669237486774,12745
directllm,gpqa_21,1,0.24353430072009483,9867
directllm,gpqa_22,1,0.21239501081793333,10013
directllm,gpqa_23,1,0.32121835090924405,4435
directllm,gpqa_24,1,0.25431782547730886,8589
directllm,gpqa_25,1,0.16775564390834122,11290
directllm,gpqa_26,1,0.29972342936238944,10788
directllm,gpqa_27,1,0.5129822628730113,5024
directllm,gpqa_28,0,0.03393683849259061,32768
directllm,gpqa_29,1,0.5580822992845579,4076
directllm,gpqa_3,1,0.2702760719291161,10070
directllm,gpqa_30,1,0.25754606244478645,15283
directllm,gpqa_31,0,0.5613650228082047,8456
directllm,gpqa_32,1,0.3123042947901009,7645
directllm,gpqa_33,1,0.4500861753032315,2882
directllm,gpqa_34,1,0.316677425890319,6187
directllm,gpqa_35,1,0.22584099922359244,9222
directllm,gpqa_36,1,0.20556617302119523,5872
directllm,gpqa_37,1,0.28970349248052635,5545
directllm,gpqa_38,1,0.3767987438324129,8332
directllm,gpqa_39,1,0.3747953510144168,9037
directllm,gpqa_4,1,0.27958057290858596,7978
directllm,gpqa_40,1,0.4113498664378633,8502
directllm,gpqa_41,1,0.26644090618354566,8509
directllm,gpqa_42,0,0.5502189921975207,7981
directllm,gpqa_43,0,0.6208523544217556,5347
directllm,gpqa_44,1,0.32197891712296367,10650
directllm,gpqa_45,1,0.16980618698467745,5315
directllm,gpqa_46,1,0.27903356156445314,12534
directllm,gpqa_47,1,0.4326818010137177,4317
directllm,gpqa_48,1,0.6102279308539036,3950
directllm,gpqa_49,1,0.46842069051418955,5196
directllm,gpqa_5,1,0.3322821526379862,10254
directllm,gpqa_50,1,0.3169141380017003,12187
directllm,gpqa_51,1,0.21650762216235,5129
directllm,gpqa_52,1,0.3542077983926164,8940
directllm,gpqa_53,1,0.23100284038648783,12216
directllm,gpqa_54,1,0.29186405266191573,7445
directllm,gpqa_55,1,0.4394655448564818,9850
directllm,gpqa_56,1,0.2567593022040106,2889
directllm,gpqa_57,1,0.48962767532661267,7211
directllm,gpqa_58,1,0.28244918253564244,10873
directllm,gpqa_59,1,0.3420695329212192,12177
directllm,gpqa_6,1,0.2767980186526925,8203
directllm,gpqa_60,1,0.5700077295436828,7735
directllm,gpqa_61,1,0.46952553589447205,6769
directllm,gpqa_62,1,0.5013855994724775,4838
directllm,gpqa_63,1,0.24576369243641827,9356
directllm,gpqa_64,0,0.5136547723592239,10258
directllm,gpqa_65,0,0.09886766412970246,32768
directllm,gpqa_66,1,0.530845376372928,3690
directllm,gpqa_67,1,0.4142673524693653,8016
directllm,gpqa_68,1,0.40321585496500495,4042
directllm,gpqa_69,1,0.5485750006105525,8554
directllm,gpqa_7,1,0.31728896485092944,11638
directllm,gpqa_70,0,0.6084696309980853,6013
directllm,gpqa_71,0,0.019575751365266937,32768
directllm,gpqa_72,1,0.511912556114799,7141
directllm,gpqa_73,1,0.5283299370039062,3868
directllm,gpqa_74,1,0.30413587498131706,7268
directllm,gpqa_75,1,0.43964960802073333,9085
directllm,gpqa_76,1,0.4182894038041372,13248
directllm,gpqa_77,1,0.3457983029912772,17626
directllm,gpqa_78,0,0.38881512771920357,12277
directllm,gpqa_79,1,0.3806892227265744,10450
directllm,gpqa_8,1,0.2598245447809575,9300
directllm,gpqa_80,1,0.30907791913751526,4500
directllm,gpqa_81,0,0.1764265874717861,32768
directllm,gpqa_82,1,0.3023465932301434,11148
directllm,gpqa_83,0,0.07672249808282879,32768
directllm,gpqa_84,1,0.3307322301940732,10029
directllm,gpqa_85,1,0.36345518490916345,14398
directllm,gpqa_86,1,0.4130379836612468,11484
directllm,gpqa_87,0,0.3907373382580209,13231
directllm,gpqa_88,0,0.33753087350408423,17030
directllm,gpqa_89,1,0.295107540136182,9787
directllm,gpqa_9,0,0.3187689858718087,15444
directllm,gpqa_90,1,0.3528248605442655,13819
directllm,gpqa_91,1,0.38207764105589176,10077
directllm,gpqa_92,1,0.5358773272969212,2967
directllm,gpqa_93,1,0.2504852389480834,12338
directllm,gpqa_94,1,0.35539371811473497,10367
directllm,gpqa_95,1,0.3501574115993691,7182
directllm,gpqa_96,1,0.36286331706147046,14676
directllm,gpqa_97,0,0.14651820829525675,32768
directllm,gpqa_98,1,0.2784458218748396,13469
directllm,gpqa_99,1,0.4075031734518311,10054
