task_id,harness,paired_outcome,harness_correct,n_segments,arm_sequence,dominant_mode,dominant_rate,arm_entropy,rate_SE,rate_PD,rate_CV,rate_IC,rate_UN,rate_RR,rate_reason,reason->reason,reason->PD,PD->IC,looping_marker_count,self_correction_marker_count,uncertainty_marker_count,harness_repeated_ngram_rate,harness_mean_entropy,harness_n_tokens,harness_malformed_prediction,harness_missing_boxed_answer,reason->IC,IC->reason,PD->reason,reason->UN,UN->reason,PD->PD,IC->PD,reason->SE,PD->UN,IC->IC,reason->RR,RR->reason,PD->SE,SE->reason,SE->PD,UN->UN,UN->PD,UN->IC,IC->UN,RR->PD,PD->RR,RR->UN,RR->RR,UN->RR,IC->RR,SE->IC
gpqa_184,openclaw,both_correct,True,10,PD|PD|reason|reason|reason|reason|reason|reason|reason|IC,reason,0.7,0.8018,0.0,0.2,0.0,0.1,0.0,0.0,0.7,0.6667,,,4,0,0,0.0958549222797927,0.2155645887886313,969,False,False,0.1111,,0.1111,,,0.1111,,,,,,,,,,,,,,,,,,,,
gpqa_185,openclaw,both_correct,True,2,reason|RR,reason,0.5,0.6931,0.0,0.0,0.0,0.0,0.0,0.5,0.5,,,,4,41,7,0.1673151750972762,0.3617763806654615,3847,False,False,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
gpqa_186,openclaw,both_correct,True,6,reason|PD|reason|reason|reason|PD,reason,0.6666666666666666,0.6365,0.0,0.3333,0.0,0.0,0.0,0.0,0.6667,0.4,0.4,,1,1,0,0.2628865979381443,0.1068570043419641,1297,False,False,,,0.2,,,,,,,,,,,,,,,,,,,,,,,
gpqa_187,openclaw,both_correct,True,4,reason|PD|reason|IC,reason,0.5,1.0397,0.0,0.25,0.0,0.25,0.0,0.0,0.5,,0.3333,,1,0,0,0.1310861423220973,0.1737775959882227,784,False,False,0.3333,,0.3333,,,,,,,,,,,,,,,,,,,,,,,
gpqa_188,openclaw,regression,False,2,reason|PD,reason,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,,1.0,,4,0,1,0.1076923076923077,0.0,0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
gpqa_189,openclaw,regression,False,2,PD|IC,PD,0.5,0.6931,0.0,0.5,0.0,0.5,0.0,0.0,0.0,,,1.0,7,2,1,0.0815709969788519,0.0,0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
gpqa_19,openclaw,both_correct,True,4,PD|PD|PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.1097560975609756,0.1318737348427607,1330,False,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gpqa_190,openclaw,regression,False,6,PD|PD|reason|reason|reason|reason,reason,0.6666666666666666,0.6365,0.0,0.3333,0.0,0.0,0.0,0.0,0.6667,0.6,,,1,0,0,0.0830188679245283,0.1671255242289315,589,True,True,,,0.2,,,0.2,,,,,,,,,,,,,,,,,,,,
gpqa_191,openclaw,both_correct,True,9,reason|PD|reason|RR|reason|reason|reason|IC|reason,reason,0.6666666666666666,1.0027,0.0,0.1111,0.0,0.1111,0.0,0.1111,0.6667,0.25,0.125,,1,0,0,0.1676767676767676,0.2197113382656034,885,True,True,0.125,0.125,0.125,,,,,,,,0.125,0.125,,,,,,,,,,,,,,
gpqa_192,openclaw,regression,False,3,reason|PD|reason,reason,0.6666666666666666,0.6365,0.0,0.3333,0.0,0.0,0.0,0.0,0.6667,,0.5,,1,0,0,0.0263157894736842,0.2525162289754785,301,True,True,,,0.5,,,,,,,,,,,,,,,,,,,,,,,
gpqa_193,openclaw,both_correct,True,4,PD|PD|reason|PD,PD,0.75,0.5623,0.0,0.75,0.0,0.0,0.0,0.0,0.25,,0.3333,,0,0,0,0.1101321585903083,0.123720186767409,1634,False,False,,,0.3333,,,0.3333,,,,,,,,,,,,,,,,,,,,
gpqa_194,openclaw,both_correct,True,4,reason|PD|reason|IC,reason,0.5,1.0397,0.0,0.25,0.0,0.25,0.0,0.0,0.5,,0.3333,,1,0,2,0.2324159021406728,0.222674800709214,1259,False,False,0.3333,,0.3333,,,,,,,,,,,,,,,,,,,,,,,
gpqa_195,openclaw,both_correct,True,4,PD|PD|reason|reason,PD,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.3333,,,0,1,0,0.0835734870317002,0.2146626043153267,2713,False,False,,,0.3333,,,0.3333,,,,,,,,,,,,,,,,,,,,
gpqa_196,openclaw,both_wrong,False,2,reason|reason,reason,1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,182,547,182,0.9742925152076172,0.0379771715725988,44512,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
gpqa_197,openclaw,both_correct,True,6,PD|PD|reason|reason|reason|PD,PD,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.4,0.2,,1,0,0,0.1896207584830339,0.151819793765205,1392,False,False,,,0.2,,,0.2,,,,,,,,,,,,,,,,,,,,
gpqa_2,openclaw,regression,False,4,PD|PD|reason|UN,PD,0.5,1.0397,0.0,0.5,0.0,0.0,0.25,0.0,0.25,,,,363,367,96,0.9251625981924148,0.0295036711826582,30053,True,True,,,0.3333,0.3333,,0.3333,,,,,,,,,,,,,,,,,,,,
gpqa_20,openclaw,both_correct,True,2,PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1,6,2,0.099067599067599,0.3309971891022542,2331,False,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gpqa_21,openclaw,both_correct,True,4,reason|PD|reason|IC,reason,0.5,1.0397,0.0,0.25,0.0,0.25,0.0,0.0,0.5,,0.3333,,3,1,0,0.0891089108910891,0.1869822926273388,1932,False,False,0.3333,,0.3333,,,,,,,,,,,,,,,,,,,,,,,
gpqa_22,openclaw,regression,False,2,reason|PD,reason,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,,1.0,,80,0,0,0.9661980257253964,0.0226413819304398,22527,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,
gpqa_23,openclaw,both_correct,True,2,PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,4,0,0.1276190476190476,0.259749757404111,1360,False,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gpqa_24,openclaw,regression,False,2,PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,3,53,3,0.9163250289078104,0.0478178166270083,19438,True,True,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gpqa_25,openclaw,both_correct,True,4,reason|PD|reason|IC,reason,0.5,1.0397,0.0,0.25,0.0,0.25,0.0,0.0,0.5,,0.3333,,2,0,0,0.0223642172523961,0.155375318684138,1044,False,False,0.3333,,0.3333,,,,,,,,,,,,,,,,,,,,,,,
gpqa_26,openclaw,both_correct,True,4,reason|PD|reason|PD,reason,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,,0.6667,,3,3,0,0.0807174887892376,0.3638895952173819,4404,False,False,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,
gpqa_27,openclaw,both_correct,True,6,PD|PD|reason|reason|reason|PD,PD,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.4,0.2,,0,4,8,0.2028169014084507,0.3287089207886222,1353,False,False,,,0.2,,,0.2,,,,,,,,,,,,,,,,,,,,
gpqa_28,openclaw,both_wrong,False,2,reason|UN,reason,0.5,0.6931,0.0,0.0,0.0,0.0,0.5,0.0,0.5,,,,27,210,105,0.7910373236799401,0.0449482360005796,37677,True,True,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
gpqa_29,openclaw,both_correct,True,2,SE|PD,SE,0.5,0.6931,0.5,0.5,0.0,0.0,0.0,0.0,0.0,,,,0,0,2,0.1373307543520309,0.3800583120298214,942,False,False,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
gpqa_3,openclaw,both_correct,True,4,reason|PD|reason|PD,reason,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,,0.6667,,1,1,0,0.0691489361702127,0.2569250042933508,1203,False,False,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,
gpqa_30,openclaw,both_correct,True,10,PD|PD|PD|PD|PD|PD|PD|PD|reason|PD,PD,0.9,0.3251,0.0,0.9,0.0,0.0,0.0,0.0,0.1,,0.1111,,1,16,2,0.0846286701208981,0.2828276007109793,2801,False,False,,,0.1111,,,0.7778,,,,,,,,,,,,,,,,,,,,
gpqa_31,openclaw,both_wrong,False,14,PD|PD|reason|reason|reason|PD|reason|PD|reason|PD|reason|reason|reason|PD,reason,0.5714285714285714,0.6829,0.0,0.4286,0.0,0.0,0.0,0.0,0.5714,0.3077,0.3077,,9,27,0,0.5483503981797497,0.3394012844587303,3879,False,False,,,0.3077,,,0.0769,,,,,,,,,,,,,,,,,,,,
gpqa_32,openclaw,both_correct,True,4,reason|PD|reason|PD,reason,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,,0.6667,,2,6,2,0.0795698924731182,0.2508239634604101,1463,False,False,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,
gpqa_33,openclaw,both_correct,True,2,PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,1,0,0.1383399209486166,0.304593275775301,965,False,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gpqa_34,openclaw,both_correct,True,2,PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,2,0,0.184070796460177,0.2218562854561531,1137,False,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gpqa_35,openclaw,both_correct,True,6,reason|PD|reason|reason|reason|IC,reason,0.6666666666666666,0.8676,0.0,0.1667,0.0,0.1667,0.0,0.0,0.6667,0.4,0.2,,1,0,0,0.1320388349514563,0.2216196987580817,955,False,False,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,
gpqa_36,openclaw,both_correct,True,2,reason|PD,reason,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,,1.0,,0,0,0,0.265527950310559,0.1986248479373951,1205,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,
gpqa_37,openclaw,both_correct,True,6,reason|IC|reason|reason|reason|reason,reason,0.8333333333333334,0.4506,0.0,0.0,0.0,0.1667,0.0,0.0,0.8333,0.6,,,0,3,1,0.1483870967741935,0.2359176507430597,1190,False,False,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,
gpqa_38,openclaw,regression,False,2,reason|SE,reason,0.5,0.6931,0.5,0.0,0.0,0.0,0.0,0.0,0.5,,,,2,746,1,0.972630764126949,0.020190973438735,31970,True,True,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
gpqa_39,openclaw,both_correct,True,2,reason|PD,reason,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,,1.0,,0,16,0,0.1736613603473227,0.3814919889782708,959,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,
gpqa_4,openclaw,both_correct,True,4,reason|PD|reason|PD,reason,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,,0.6667,,2,1,0,0.1032608695652173,0.178240507579292,1597,False,False,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,
gpqa_40,openclaw,both_correct,True,6,PD|PD|reason|reason|reason|PD,PD,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.4,0.2,,3,5,2,0.1427174975562072,0.4018412470408212,1985,False,False,,,0.2,,,0.2,,,,,,,,,,,,,,,,,,,,
gpqa_41,openclaw,both_correct,True,6,UN|UN|PD|PD|PD|PD,PD,0.6666666666666666,0.6365,0.0,0.6667,0.0,0.0,0.3333,0.0,0.0,,,,3,8,10,0.4166138237159163,0.173102323144569,3627,False,False,,,,,,0.6,,,,,,,,,,0.2,0.2,,,,,,,,,
gpqa_42,openclaw,both_wrong,False,2,PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,5,1,0.1211340206185567,0.4214421929988661,1323,False,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gpqa_43,openclaw,both_wrong,False,12,reason|reason|reason|reason|reason|reason|reason|IC|reason|reason|reason|UN,reason,0.8333333333333334,0.5661,0.0,0.0,0.0,0.0833,0.0833,0.0,0.8333,0.7273,,,11,42,36,0.4321231254932912,0.2996501813106743,3907,False,False,0.0909,0.0909,,0.0909,,,,,,,,,,,,,,,,,,,,,,
gpqa_44,openclaw,both_correct,True,6,reason|reason|reason|PD|reason|IC,reason,0.6666666666666666,0.8676,0.0,0.1667,0.0,0.1667,0.0,0.0,0.6667,0.4,0.2,,0,0,0,0.1093023255813953,0.2070156921567831,1266,False,False,0.2,,0.2,,,,,,,,,,,,,,,,,,,,,,,
gpqa_45,openclaw,both_correct,True,4,reason|PD|reason|PD,reason,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,,0.6667,,1,0,0,0.12,0.2117609281034511,896,False,False,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,
gpqa_46,openclaw,both_correct,True,16,PD|PD|reason|UN|reason|UN|IC|UN|reason|RR|reason|UN|reason|RR|PD|PD,reason,0.3125,1.4898,0.0,0.25,0.0,0.0625,0.25,0.125,0.3125,,,,16,24,15,0.1455301455301455,0.3168090985321694,3054,False,False,,,0.0667,0.2,0.2,0.1333,,,,,0.1333,0.0667,,,,,,0.0667,0.0667,0.0667,,,,,,
gpqa_47,openclaw,both_correct,True,2,PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1,5,0,0.0385542168674698,0.332017141058767,895,False,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gpqa_48,openclaw,both_correct,True,2,PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0596745027124773,0.374891686662187,916,False,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gpqa_49,openclaw,both_correct,True,8,IC|PD|reason|IC|reason|reason|reason|PD,reason,0.5,1.0397,0.0,0.25,0.0,0.25,0.0,0.0,0.5,0.2857,0.1429,,3,1,0,0.3325123152709359,0.2451036718696601,1448,False,False,0.1429,0.1429,0.1429,,,,0.1429,,,,,,,,,,,,,,,,,,,
gpqa_5,openclaw,both_correct,True,4,reason|IC|reason|IC,reason,0.5,0.6931,0.0,0.0,0.0,0.5,0.0,0.0,0.5,,,,10,10,0,0.1981468282252316,0.4281143776447704,3013,False,False,0.6667,0.3333,,,,,,,,,,,,,,,,,,,,,,,,
gpqa_50,openclaw,both_correct,True,8,reason|reason|reason|UN|reason|UN|reason|UN,reason,0.625,0.6616,0.0,0.0,0.0,0.0,0.375,0.0,0.625,0.2857,,,3,12,4,0.1336283185840708,0.291306474900613,2534,False,False,,,,0.4286,0.2857,,,,,,,,,,,,,,,,,,,,,
gpqa_51,openclaw,both_correct,True,2,reason|PD,reason,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,,1.0,,2,0,0,0.1140583554376657,0.1946482679752794,1203,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,
gpqa_52,openclaw,both_correct,True,4,PD|PD|reason|reason,PD,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.3333,,,2,3,0,0.1068702290076335,0.3505474623470168,985,False,False,,,0.3333,,,0.3333,,,,,,,,,,,,,,,,,,,,
gpqa_53,openclaw,both_correct,True,6,PD|PD|reason|reason|reason|PD,PD,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.4,0.2,,3,0,1,0.0972972972972973,0.1435105873853435,1234,False,False,,,0.2,,,0.2,,,,,,,,,,,,,,,,,,,,
gpqa_54,openclaw,both_correct,True,4,reason|PD|reason|PD,reason,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,,0.6667,,2,0,1,0.1473684210526315,0.1648672327748392,1208,False,False,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,
gpqa_55,openclaw,both_correct,True,2,PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1,20,0,0.058343057176196,0.4351116644384296,1635,False,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gpqa_56,openclaw,both_correct,True,2,PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,2,1,0,0.1836283185840708,0.1628651082851558,1232,False,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gpqa_57,openclaw,both_correct,True,2,reason|PD,reason,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,,1.0,,0,0,0,0.3207885304659498,0.3070337850339402,973,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,
gpqa_58,openclaw,both_correct,True,2,reason|PD,reason,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,,1.0,,3,5,6,0.1331945889698231,0.2431465099245639,8415,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,
gpqa_59,openclaw,regression,False,28,PD|PD|PD|PD|reason|PD|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|PD|UN|PD|reason|reason|reason|reason|PD|PD,reason,0.6428571428571429,0.7679,0.0,0.3214,0.0,0.0,0.0357,0.0,0.6429,0.5556,0.1111,,8,3,0,0.9241761186031971,0.1017208187209548,19166,True,True,,,0.1111,,,0.1481,,,0.037,,,,,,,,0.037,,,,,,,,,
gpqa_6,openclaw,both_correct,True,4,RR|reason|reason|IC,reason,0.5,1.0397,0.0,0.0,0.0,0.25,0.0,0.25,0.5,0.3333,,,7,7,0,0.1595238095238095,0.2184376993027954,2368,False,False,0.3333,,,,,,,,,,,0.3333,,,,,,,,,,,,,,
gpqa_60,openclaw,both_correct,True,11,PD|PD|reason|reason|PD|UN|reason|reason|reason|reason|PD,reason,0.5454545454545454,0.9165,0.0,0.3636,0.0,0.0,0.0909,0.0,0.5455,0.4,0.2,,4,2,2,0.1317365269461078,0.4973293429500663,4004,False,False,,,0.1,,0.1,0.1,,,0.1,,,,,,,,,,,,,,,,,
gpqa_61,openclaw,both_correct,True,2,UN|PD,UN,0.5,0.6931,0.0,0.5,0.0,0.0,0.5,0.0,0.0,,,,2,0,1,0.115473441108545,0.3127828681092456,2407,False,False,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
gpqa_62,openclaw,both_correct,True,2,PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,4,0,0.120754716981132,0.330426169286069,2742,False,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gpqa_63,openclaw,both_correct,True,4,PD|PD|PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,2,3,2,0.1028368794326241,0.2706781404732278,1818,False,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gpqa_64,openclaw,both_wrong,False,2,reason|RR,reason,0.5,0.6931,0.0,0.0,0.0,0.0,0.0,0.5,0.5,,,,3,11,5,0.0599369085173501,0.4989507373023216,1521,False,False,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
gpqa_65,openclaw,both_wrong,False,2,reason|UN,reason,0.5,0.6931,0.0,0.0,0.0,0.0,0.5,0.0,0.5,,,,210,137,46,0.9157599551318004,0.0349087355608661,34307,True,True,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
gpqa_66,openclaw,both_correct,True,2,PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0919931856899489,0.3316498918619055,940,False,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gpqa_67,openclaw,both_correct,True,4,PD|RR|reason|PD,PD,0.5,1.0397,0.0,0.5,0.0,0.0,0.0,0.25,0.25,,0.3333,,0,9,0,0.1362984218077474,0.3282653900470043,1453,False,False,,,,,,,,,,,,0.3333,,,,,,,,,0.3333,,,,,
gpqa_68,openclaw,both_correct,True,2,PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,0,0,0.0756302521008403,0.336647300258996,961,False,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gpqa_69,openclaw,regression,False,2,PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,301,605,0,0.9879400260756191,0.0113270994736693,38718,True,True,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gpqa_7,openclaw,both_correct,True,10,reason|PD|reason|reason|reason|reason|reason|reason|reason|PD,reason,0.8,0.5004,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.6667,0.2222,,6,0,0,0.1552287581699346,0.2813258133102296,1282,False,False,,,0.1111,,,,,,,,,,,,,,,,,,,,,,,
gpqa_70,openclaw,both_wrong,False,2,PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,2,0,0.1424657534246575,0.4286777039941022,1166,False,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gpqa_71,openclaw,rescue,True,10,PD|PD|reason|PD|reason|PD|reason|PD|reason|PD,PD,0.6,0.673,0.0,0.6,0.0,0.0,0.0,0.0,0.4,,0.4444,,5,11,0,0.1617933723196881,0.3169960800713849,1954,False,False,,,0.4444,,,0.1111,,,,,,,,,,,,,,,,,,,,
gpqa_72,openclaw,both_correct,True,2,reason|PD,reason,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,,1.0,,0,0,0,0.1075837742504409,0.3411767492583164,960,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,
gpqa_73,openclaw,both_correct,True,2,reason|IC,reason,0.5,0.6931,0.0,0.0,0.0,0.5,0.0,0.0,0.5,,,,0,1,0,0.1042047531992687,0.3422792572563063,876,False,False,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
gpqa_74,openclaw,both_correct,True,8,reason|RR|reason|reason|reason|reason|reason|reason,reason,0.875,0.3768,0.0,0.0,0.0,0.0,0.0,0.125,0.875,0.7143,,,1,1,0,0.193158953722334,0.2082823616296693,1363,False,False,,,,,,,,,,,0.1429,0.1429,,,,,,,,,,,,,,
gpqa_75,openclaw,both_correct,True,2,reason|PD,reason,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,,1.0,,2,6,0,0.1738197424892703,0.2253928061590437,1279,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,
gpqa_76,openclaw,both_correct,True,14,reason|PD|reason|PD|reason|reason|PD|reason|PD|reason|reason|PD|reason|PD,reason,0.5714285714285714,0.6829,0.0,0.4286,0.0,0.0,0.0,0.0,0.5714,0.1538,0.4615,,16,26,19,0.6125366568914956,0.2109893548204338,5371,False,False,,,0.3846,,,,,,,,,,,,,,,,,,,,,,,
gpqa_77,openclaw,both_correct,True,2,PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,4,24,7,0.1927525057825751,0.272887888730146,5085,False,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gpqa_78,openclaw,rescue,True,2,PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,5,39,5,0.1722925457102672,0.2747128381818966,3263,False,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gpqa_79,openclaw,regression,False,2,PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,10,0,0.114074074074074,0.3423757078230233,1484,False,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gpqa_8,openclaw,both_correct,True,8,reason|PD|reason|reason|reason|reason|reason|PD,reason,0.75,0.5623,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.5714,0.2857,,1,0,0,0.1819887429643527,0.2296389191739134,1426,False,False,,,0.1429,,,,,,,,,,,,,,,,,,,,,,,
gpqa_80,openclaw,both_correct,True,2,reason|PD,reason,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,,1.0,,1,1,0,0.0961182994454713,0.2315628900865849,1290,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,
gpqa_81,openclaw,both_wrong,False,2,PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,1,4,308,0.9855657662675208,0.0135346770369042,65536,True,True,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gpqa_82,openclaw,both_correct,True,2,reason|PD,reason,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,,1.0,,2,10,2,0.1187845303867403,0.3576922399683436,2335,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,
gpqa_83,openclaw,both_wrong,False,2,reason|PD,reason,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,,1.0,,16,104,63,0.4597789771267026,0.1693718988797427,15731,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,
gpqa_84,openclaw,both_correct,True,2,PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,2,9,1,0.0622837370242214,0.2689058029848064,1539,False,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gpqa_85,openclaw,both_correct,True,2,reason|PD,reason,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,,1.0,,3,4,0,0.0661654135338345,0.376195648113842,1396,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,
gpqa_86,openclaw,regression,False,6,reason|UN|reason|RR|UN|UN,UN,0.5,1.0114,0.0,0.0,0.0,0.0,0.5,0.1667,0.3333,,,,16,30,6,0.1211048158640226,0.4912522621534428,2103,False,False,,,,0.2,0.2,,,,,,0.2,,,,,0.2,,,,,,0.2,,,,
gpqa_87,openclaw,both_wrong,False,2,PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,3,2,0.0837359098228663,0.348121709328153,1256,False,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gpqa_88,openclaw,rescue,True,2,PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,12,13,3,0.2432712215320911,0.2134767858369051,13718,False,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gpqa_89,openclaw,regression,False,2,PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,7,2,0.0936416184971098,0.2855514532895876,2105,False,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
gpqa_9,openclaw,both_wrong,False,4,reason|PD|reason|PD,reason,0.5,0.6931,0.0,0.5,0.0,0.0,0.0,0.0,0.5,,0.6667,,169,510,1,0.9453320164991575,0.0404943471064899,29636,True,True,,,0.3333,,,,,,,,,,,,,,,,,,,,,,,
gpqa_90,openclaw,regression,False,8,reason|PD|reason|reason|reason|reason|reason|PD,reason,0.75,0.5623,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.5714,0.2857,,3,1,0,0.0973451327433628,0.0946557995575227,6984,False,False,,,0.1429,,,,,,,,,,,,,,,,,,,,,,,
gpqa_91,openclaw,both_correct,True,2,PD|PD,PD,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0,4,0,0.0667938931297709,0.1781724972787597,2627,False,False,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
