task_id,harness,arm_mode,n_segments,mean_arm_score,mean_text_len,harness_entropy,repeated_ngram_rate
gpqa_143,opencode,reason,1,0.0,404.0,0.3901871823212723,0.500406834825061
gpqa_143,zeroclaw,PD,9,2.6666666666666665,145.88888888888889,0.3205229879977139,0.0195599022004889
gpqa_143,zeroclaw,RR,1,2.0,89.0,0.3205229879977139,0.0195599022004889
gpqa_143,zeroclaw,reason,3,0.0,191.66666666666666,0.3205229879977139,0.0195599022004889
gpqa_144,openclaw,PD,2,22.0,2920.0,0.282814263493689,0.0538302277432712
gpqa_144,opencode,PD,3,16.666666666666668,2780.3333333333335,0.3080350072606396,0.424190800681431
gpqa_144,opencode,reason,1,0.0,404.0,0.3080350072606396,0.424190800681431
gpqa_144,zeroclaw,PD,7,6.857142857142857,572.8571428571429,0.2833816560492996,0.033452807646356
gpqa_144,zeroclaw,UN,1,2.0,467.0,0.2833816560492996,0.033452807646356
gpqa_144,zeroclaw,reason,9,0.0,146.55555555555554,0.2833816560492996,0.033452807646356
gpqa_145,openclaw,PD,1,26.0,5281.0,0.3706586279532826,0.0700729927007299
gpqa_145,openclaw,reason,1,0.0,1470.0,0.3706586279532826,0.0700729927007299
gpqa_145,opencode,PD,2,10.0,3645.0,0.3077462293200296,0.4354838709677419
gpqa_145,opencode,reason,2,0.0,547.5,0.3077462293200296,0.4354838709677419
gpqa_145,zeroclaw,PD,6,8.333333333333334,1117.0,0.3906120893405516,0.0642479213907785
gpqa_145,zeroclaw,RR,1,3.0,204.0,0.3906120893405516,0.0642479213907785
gpqa_145,zeroclaw,reason,10,0.0,176.2,0.3906120893405516,0.0642479213907785
gpqa_146,openclaw,PD,2,35.0,2779.0,0.2364041993760214,0.1724137931034483
gpqa_146,opencode,PD,4,30.5,2096.75,0.2752099333640827,0.4783904619970194
gpqa_146,opencode,reason,15,0.0,361.6666666666667,0.2752099333640827,0.4783904619970194
gpqa_146,zeroclaw,PD,14,8.285714285714286,426.64285714285717,0.3119280700168798,0.091091091091091
gpqa_146,zeroclaw,reason,3,0.0,66.0,0.3119280700168798,0.091091091091091
gpqa_147,openclaw,IC,3,9.0,1203.3333333333333,0.1480875318864538,0.1599229287090559
gpqa_147,openclaw,PD,1,17.0,2077.0,0.1480875318864538,0.1599229287090559
gpqa_147,openclaw,reason,2,0.0,90.5,0.1480875318864538,0.1599229287090559
gpqa_147,opencode,IC,4,9.5,1170.0,0.2310902578456647,0.4304123711340206
gpqa_147,opencode,reason,3,0.0,272.3333333333333,0.2310902578456647,0.4304123711340206
gpqa_147,zeroclaw,IC,3,4.0,206.0,0.1375513938465166,0.1035031847133758
gpqa_147,zeroclaw,PD,3,4.666666666666667,666.3333333333334,0.1375513938465166,0.1035031847133758
gpqa_147,zeroclaw,reason,11,0.0,117.54545454545455,0.1375513938465166,0.1035031847133758
gpqa_148,openclaw,PD,3,7.333333333333333,1751.0,0.2038387308474667,0.0943820224719101
gpqa_148,openclaw,reason,1,0.0,296.0,0.2038387308474667,0.0943820224719101
gpqa_148,opencode,PD,3,4.0,1172.0,0.1620460969260189,0.3123076923076923
gpqa_148,opencode,reason,4,0.0,262.5,0.1620460969260189,0.3123076923076923
gpqa_148,zeroclaw,PD,4,7.0,803.25,0.1698379292778672,0.0726552179656539
gpqa_148,zeroclaw,reason,13,0.0,89.23076923076923,0.1698379292778672,0.0726552179656539
gpqa_149,openclaw,PD,2,1.5,1476.5,0.1863423231861906,0.1017316017316017
gpqa_149,openclaw,reason,2,0.0,656.0,0.1863423231861906,0.1017316017316017
gpqa_149,opencode,UN,2,8.0,4905.5,0.3247116490984351,0.5683807439824945
gpqa_149,opencode,reason,5,0.0,357.2,0.3247116490984351,0.5683807439824945
gpqa_149,zeroclaw,PD,1,2.0,198.0,0.2643203496763885,0.2580181905217807
gpqa_149,zeroclaw,UN,1,12.0,10232.0,0.2643203496763885,0.2580181905217807
gpqa_149,zeroclaw,reason,15,0.0,153.06666666666666,0.2643203496763885,0.2580181905217807
gpqa_15,openclaw,PD,2,17.5,2759.5,0.375327060097909,0.0564102564102564
gpqa_15,opencode,PD,3,21.0,3088.6666666666665,0.5280482507891977,0.4462257849031396
gpqa_15,opencode,reason,4,0.0,389.0,0.5280482507891977,0.4462257849031396
gpqa_15,zeroclaw,PD,5,8.2,1466.4,0.4763949160090885,0.1615811373092926
gpqa_15,zeroclaw,reason,12,0.0,113.16666666666667,0.4763949160090885,0.1615811373092926
gpqa_150,openclaw,PD,1,2.0,2033.0,0.0643207393217776,0.1575037147102526
gpqa_150,openclaw,RR,1,2.0,754.0,0.0643207393217776,0.1575037147102526
gpqa_150,openclaw,UN,1,2.0,107.0,0.0643207393217776,0.1575037147102526
gpqa_150,openclaw,reason,11,0.0,471.0,0.0643207393217776,0.1575037147102526
gpqa_150,opencode,IC,1,2.0,519.0,0.223774611713737,0.2937771345875543
gpqa_150,opencode,PD,1,2.0,476.0,0.223774611713737,0.2937771345875543
gpqa_150,opencode,RR,2,3.0,615.0,0.223774611713737,0.2937771345875543
gpqa_150,opencode,reason,15,0.0,239.0,0.223774611713737,0.2937771345875543
gpqa_150,zeroclaw,IC,1,2.0,5273.0,0.2039190445609213,0.3222565687789799
gpqa_150,zeroclaw,PD,1,1.0,64.0,0.2039190445609213,0.3222565687789799
gpqa_150,zeroclaw,RR,1,2.0,42.0,0.2039190445609213,0.3222565687789799
gpqa_150,zeroclaw,reason,14,0.0,119.85714285714286,0.2039190445609213,0.3222565687789799
gpqa_151,openclaw,PD,3,6.333333333333333,1292.3333333333333,0.1908739946274325,0.075208913649025
gpqa_151,openclaw,reason,1,0.0,14.0,0.1908739946274325,0.075208913649025
gpqa_151,opencode,PD,4,6.0,847.75,0.1753434864073509,0.3597883597883597
gpqa_151,opencode,reason,3,0.0,272.0,0.1753434864073509,0.3597883597883597
gpqa_151,zeroclaw,PD,4,3.5,482.0,0.145398472186048,0.0695652173913043
gpqa_151,zeroclaw,reason,13,0.0,48.38461538461539,0.145398472186048,0.0695652173913043
gpqa_152,openclaw,reason,4,0.0,1062.5,0.1745796960334705,0.2111111111111111
gpqa_152,opencode,RR,2,5.0,1571.5,0.2040367342688069,0.4144645340751043
gpqa_152,opencode,reason,5,0.0,381.8,0.2040367342688069,0.4144645340751043
gpqa_152,zeroclaw,IC,1,4.0,1188.0,0.1184868849989874,0.1330724070450097
gpqa_152,zeroclaw,PD,1,1.0,90.0,0.1184868849989874,0.1330724070450097
gpqa_152,zeroclaw,reason,15,0.0,115.93333333333334,0.1184868849989874,0.1330724070450097
gpqa_153,openclaw,PD,1,11.0,4203.0,0.3574778949797195,0.1185840707964601
gpqa_153,openclaw,reason,1,0.0,1280.0,0.3574778949797195,0.1185840707964601
gpqa_153,opencode,PD,2,2.0,2812.5,0.361914016838017,0.4667258207630878
gpqa_153,opencode,reason,6,0.0,394.5,0.361914016838017,0.4667258207630878
gpqa_153,zeroclaw,PD,1,2.0,2464.0,0.3329964285834976,0.1046077210460772
gpqa_153,zeroclaw,reason,16,0.0,142.625,0.3329964285834976,0.1046077210460772
gpqa_154,openclaw,PD,1,2.0,1740.0,0.2188113682905435,0.0495689655172413
gpqa_154,openclaw,RR,1,3.0,1643.0,0.2188113682905435,0.0495689655172413
gpqa_154,openclaw,reason,4,0.0,382.25,0.2188113682905435,0.0495689655172413
gpqa_154,opencode,PD,2,1.0,2041.0,0.2159593758251171,0.426270136307311
gpqa_154,opencode,reason,5,0.0,358.6,0.2159593758251171,0.426270136307311
gpqa_154,zeroclaw,PD,1,1.0,56.0,0.1280973611339004,0.1107913669064748
gpqa_154,zeroclaw,RR,1,3.0,3982.0,0.1280973611339004,0.1107913669064748
gpqa_154,zeroclaw,reason,15,0.0,87.93333333333334,0.1280973611339004,0.1107913669064748
gpqa_155,openclaw,PD,3,36.333333333333336,2122.0,0.2393664475520428,0.1497919556171983
gpqa_155,openclaw,reason,1,0.0,18.0,0.2393664475520428,0.1497919556171983
gpqa_155,opencode,PD,4,5.5,1294.5,0.2546022071737514,0.4096385542168674
gpqa_155,opencode,reason,3,0.0,272.0,0.2546022071737514,0.4096385542168674
gpqa_155,zeroclaw,PD,10,9.6,649.4,0.3220792389617198,0.0775716694772344
gpqa_155,zeroclaw,reason,7,0.0,67.14285714285714,0.3220792389617198,0.0775716694772344
gpqa_156,openclaw,PD,2,5.5,1596.5,0.219376594263719,0.0769230769230769
gpqa_156,openclaw,reason,2,0.0,821.5,0.219376594263719,0.0769230769230769
gpqa_156,opencode,PD,2,2.0,2202.5,0.2516141768531452,0.4068891280947255
gpqa_156,opencode,reason,5,0.0,463.2,0.2516141768531452,0.4068891280947255
gpqa_156,zeroclaw,PD,2,8.5,1597.0,0.145878029770922,0.1542792792792792
gpqa_156,zeroclaw,reason,15,0.0,171.6,0.145878029770922,0.1542792792792792
gpqa_157,openclaw,PD,4,3.5,858.5,0.2739558621913225,0.1200923787528868
gpqa_157,openclaw,reason,2,0.0,564.5,0.2739558621913225,0.1200923787528868
gpqa_157,opencode,PD,2,4.0,1267.5,0.2549596054936764,0.4193548387096774
gpqa_157,opencode,reason,8,0.0,305.625,0.2549596054936764,0.4193548387096774
gpqa_157,zeroclaw,PD,2,13.0,416.0,0.1875536320122086,0.1745098039215686
gpqa_157,zeroclaw,reason,15,0.0,95.8,0.1875536320122086,0.1745098039215686
gpqa_158,openclaw,IC,1,11.0,2566.0,0.2566572117075992,0.0923623445825932
gpqa_158,openclaw,reason,3,0.0,1054.6666666666667,0.2566572117075992,0.0923623445825932
gpqa_158,opencode,IC,2,4.0,2289.0,0.3072765122881584,0.4247787610619469
gpqa_158,opencode,reason,5,0.0,399.8,0.3072765122881584,0.4247787610619469
gpqa_158,zeroclaw,RR,2,3.5,3728.0,0.2775688748636155,0.1425438596491228
gpqa_158,zeroclaw,reason,15,0.0,109.33333333333333,0.2775688748636155,0.1425438596491228
gpqa_159,openclaw,PD,1,45.0,3413.0,0.1000199892968353,0.1321499013806706
gpqa_159,openclaw,reason,1,0.0,1371.0,0.1000199892968353,0.1321499013806706
gpqa_159,opencode,PD,2,17.0,2431.0,0.191477834241471,0.4427558257345491
gpqa_159,opencode,reason,2,0.0,497.5,0.191477834241471,0.4427558257345491
gpqa_159,zeroclaw,PD,3,12.0,470.3333333333333,0.1838946423669987,0.0796178343949044
gpqa_159,zeroclaw,reason,14,0.0,133.92857142857142,0.1838946423669987,0.0796178343949044
gpqa_16,openclaw,IC,1,3.0,3664.0,0.352377523785651,0.037109375
gpqa_16,openclaw,reason,1,0.0,1196.0,0.352377523785651,0.037109375
gpqa_16,opencode,IC,2,3.0,4290.0,0.3636392553508691,0.4938356164383561
gpqa_16,opencode,reason,2,0.0,410.5,0.3636392553508691,0.4938356164383561
gpqa_16,zeroclaw,IC,1,2.0,202.0,0.3559234941377925,0.0652173913043478
gpqa_16,zeroclaw,reason,16,0.0,188.125,0.3559234941377925,0.0652173913043478
gpqa_160,openclaw,PD,2,212.0,38734.5,0.0101731203590696,0.9556998917478556
gpqa_160,opencode,PD,1,3.0,578.0,0.0,0.0
gpqa_160,opencode,reason,3,0.0,659.0,0.0,0.0
gpqa_160,zeroclaw,PD,5,5.6,559.8,0.1188664372378086,0.0667678300455235
gpqa_160,zeroclaw,reason,12,0.0,77.75,0.1188664372378086,0.0667678300455235
gpqa_161,openclaw,IC,1,2.0,1634.0,0.2794556137110305,0.0798722044728434
gpqa_161,openclaw,PD,1,3.0,2735.0,0.2794556137110305,0.0798722044728434
gpqa_161,openclaw,reason,2,0.0,806.0,0.2794556137110305,0.0798722044728434
gpqa_161,opencode,PD,2,2.0,2212.0,0.2471089319188951,0.3981264637002342
gpqa_161,opencode,reason,5,0.0,308.4,0.2471089319188951,0.3981264637002342
gpqa_161,zeroclaw,PD,3,3.0,1203.3333333333333,0.2836433693802266,0.106290672451193
gpqa_161,zeroclaw,UN,1,2.0,112.0,0.2836433693802266,0.106290672451193
gpqa_161,zeroclaw,reason,13,0.0,154.92307692307693,0.2836433693802266,0.106290672451193
gpqa_162,openclaw,PD,1,324.0,102341.0,0.028389973993731,0.94703276047261
gpqa_162,openclaw,reason,1,0.0,1118.0,0.028389973993731,0.94703276047261
gpqa_162,opencode,PD,1,3.0,2573.0,0.3950824139829114,0.5346102150537635
gpqa_162,opencode,RR,3,11.333333333333334,5060.666666666667,0.3950824139829114,0.5346102150537635
gpqa_162,opencode,UN,1,6.0,1338.0,0.3950824139829114,0.5346102150537635
gpqa_162,opencode,reason,8,0.0,248.0,0.3950824139829114,0.5346102150537635
gpqa_162,zeroclaw,reason,17,0.0,257.47058823529414,0.207380663830699,0.0697368421052631
gpqa_163,openclaw,PD,2,14.0,1075.0,0.1651265921190318,0.1661538461538461
gpqa_163,openclaw,reason,6,0.0,286.0,0.1651265921190318,0.1661538461538461
gpqa_163,opencode,PD,2,8.0,693.5,0.1849754829942425,0.2926208651399491
gpqa_163,opencode,reason,5,0.0,263.6,0.1849754829942425,0.2926208651399491
gpqa_163,zeroclaw,PD,6,5.333333333333333,631.0,0.0812565257698349,0.1815431164901664
gpqa_163,zeroclaw,reason,11,0.0,107.0,0.0812565257698349,0.1815431164901664
gpqa_164,openclaw,reason,4,0.0,1184.75,0.1087728762842964,0.2741935483870967
gpqa_164,opencode,RR,2,3.0,1770.0,0.0949221427768119,0.5169606512890095
gpqa_164,opencode,reason,5,0.0,332.0,0.0949221427768119,0.5169606512890095
gpqa_164,zeroclaw,RR,1,2.0,1292.0,0.1066041140393216,0.2184115523465704
gpqa_164,zeroclaw,reason,16,0.0,103.625,0.1066041140393216,0.2184115523465704
gpqa_165,openclaw,PD,2,42.5,1370.0,0.0,0.1133501259445843
gpqa_165,opencode,PD,3,53.666666666666664,1840.3333333333333,0.1206225134245646,0.4913294797687861
gpqa_165,opencode,reason,1,0.0,404.0,0.1206225134245646,0.4913294797687861
gpqa_165,zeroclaw,PD,8,9.375,373.5,0.1807790456402039,0.0913461538461538
gpqa_165,zeroclaw,reason,9,0.0,54.111111111111114,0.1807790456402039,0.0913461538461538
gpqa_166,openclaw,PD,1,37.0,1992.0,0.0,0.1307420494699646
gpqa_166,openclaw,reason,1,0.0,387.0,0.0,0.1307420494699646
gpqa_166,opencode,PD,2,1.0,1130.5,0.1228921140364728,0.297423887587822
gpqa_166,opencode,reason,8,0.0,242.625,0.1228921140364728,0.297423887587822
gpqa_166,zeroclaw,PD,9,3.3333333333333335,214.66666666666666,0.0965062592434517,0.1019522776572668
gpqa_166,zeroclaw,reason,8,0.0,130.625,0.0965062592434517,0.1019522776572668
gpqa_167,openclaw,PD,1,25.0,2181.0,0.1424039847201738,0.1304347826086956
gpqa_167,openclaw,reason,5,0.0,118.0,0.1424039847201738,0.1304347826086956
gpqa_167,opencode,PD,4,11.25,1989.25,0.1302126213382293,0.5081481481481481
gpqa_167,opencode,reason,9,0.0,207.33333333333334,0.1302126213382293,0.5081481481481481
gpqa_167,zeroclaw,PD,7,6.142857142857143,731.8571428571429,0.120865671448552,0.2995215311004784
gpqa_167,zeroclaw,reason,10,0.0,120.0,0.120865671448552,0.2995215311004784
gpqa_168,openclaw,PD,3,14.333333333333334,1439.0,0.1171747424937498,0.1567460317460317
gpqa_168,openclaw,RR,1,2.0,63.0,0.1171747424937498,0.1567460317460317
gpqa_168,openclaw,reason,4,0.0,183.5,0.1171747424937498,0.1567460317460317
gpqa_168,opencode,PD,2,1.5,806.0,0.1463619308710056,0.4183937823834197
gpqa_168,opencode,RR,2,2.0,961.0,0.1463619308710056,0.4183937823834197
gpqa_168,opencode,reason,9,0.0,232.33333333333334,0.1463619308710056,0.4183937823834197
gpqa_168,zeroclaw,PD,6,11.5,322.3333333333333,0.0876743799207254,0.1282952548330404
gpqa_168,zeroclaw,reason,11,0.0,87.27272727272727,0.0876743799207254,0.1282952548330404
gpqa_169,openclaw,IC,1,5.0,4434.0,0.3788855937735867,0.1744749596122778
gpqa_169,openclaw,PD,1,1.0,1393.0,0.3788855937735867,0.1744749596122778
gpqa_169,opencode,PD,3,2.3333333333333335,2376.6666666666665,0.3151041338922,0.5135608048993876
gpqa_169,opencode,reason,1,0.0,403.0,0.3151041338922,0.5135608048993876
gpqa_169,zeroclaw,IC,3,1.6666666666666667,837.0,0.3051926658887239,0.2847985347985348
gpqa_169,zeroclaw,PD,3,1.6666666666666667,507.6666666666667,0.3051926658887239,0.2847985347985348
gpqa_169,zeroclaw,reason,11,0.0,246.8181818181818,0.3051926658887239,0.2847985347985348
gpqa_17,openclaw,PD,2,19.5,1485.0,0.1625081724065001,0.0824295010845987
gpqa_17,openclaw,RR,1,3.0,404.0,0.1625081724065001,0.0824295010845987
gpqa_17,openclaw,reason,3,0.0,481.0,0.1625081724065001,0.0824295010845987
gpqa_17,opencode,IC,1,2.0,813.0,0.2015134639569289,0.4424778761061947
gpqa_17,opencode,PD,2,32.0,2299.0,0.2015134639569289,0.4424778761061947
gpqa_17,opencode,RR,1,11.0,819.0,0.2015134639569289,0.4424778761061947
gpqa_17,opencode,reason,52,0.0,366.11538461538464,0.2015134639569289,0.4424778761061947
gpqa_17,zeroclaw,PD,5,4.8,266.8,0.0915635840043152,0.0574257425742574
gpqa_17,zeroclaw,reason,12,0.0,106.41666666666667,0.0915635840043152,0.0574257425742574
gpqa_170,openclaw,PD,3,9.0,1144.3333333333333,0.1278377672364255,0.197841726618705
gpqa_170,openclaw,reason,1,0.0,212.0,0.1278377672364255,0.197841726618705
gpqa_170,opencode,PD,4,8.0,833.75,0.1360292033014993,0.3500810372771475
gpqa_170,opencode,reason,3,0.0,272.0,0.1360292033014993,0.3500810372771475
gpqa_170,zeroclaw,PD,7,4.571428571428571,339.42857142857144,0.1253560983928212,0.1492281303602058
gpqa_170,zeroclaw,reason,10,0.0,62.9,0.1253560983928212,0.1492281303602058
gpqa_171,openclaw,PD,1,2.0,1740.0,0.0,0.0495689655172413
gpqa_171,openclaw,RR,1,3.0,1643.0,0.0,0.0495689655172413
gpqa_171,openclaw,reason,4,0.0,382.25,0.0,0.0495689655172413
gpqa_171,opencode,UN,3,14.666666666666666,4450.0,0.2727197152407206,0.5725671140939598
gpqa_171,opencode,reason,7,0.0,231.71428571428572,0.2727197152407206,0.5725671140939598
gpqa_171,zeroclaw,PD,2,1.5,156.5,0.196774345598591,0.2240161453077699
gpqa_171,zeroclaw,UN,3,3.3333333333333335,1374.0,0.196774345598591,0.2240161453077699
gpqa_171,zeroclaw,reason,12,0.0,108.16666666666667,0.196774345598591,0.2240161453077699
gpqa_172,openclaw,IC,1,5.0,4434.0,0.1102392044772807,0.1744749596122778
gpqa_172,openclaw,PD,1,1.0,1393.0,0.1102392044772807,0.1744749596122778
gpqa_172,opencode,IC,2,7.0,2859.0,0.2585408995666599,0.5038314176245211
gpqa_172,opencode,PD,2,5.5,2049.0,0.2585408995666599,0.5038314176245211
gpqa_172,opencode,reason,19,0.0,329.57894736842104,0.2585408995666599,0.5038314176245211
gpqa_172,zeroclaw,PD,2,5.0,341.5,0.2248918401415978,0.1389766266582438
gpqa_172,zeroclaw,RR,1,12.0,8635.0,0.2248918401415978,0.1389766266582438
gpqa_172,zeroclaw,reason,14,0.0,98.92857142857143,0.2248918401415978,0.1389766266582438
gpqa_173,openclaw,PD,3,9.0,1144.3333333333333,0.0841590140264,0.197841726618705
gpqa_173,openclaw,reason,1,0.0,212.0,0.0841590140264,0.197841726618705
gpqa_173,opencode,reason,4,0.0,588.75,0.0,0.0
gpqa_173,zeroclaw,PD,4,1.5,92.75,0.1652392047622813,0.335400974745237
gpqa_173,zeroclaw,UN,1,82.0,12042.0,0.1652392047622813,0.335400974745237
gpqa_173,zeroclaw,reason,12,0.0,96.5,0.1652392047622813,0.335400974745237
gpqa_174,openclaw,PD,3,3.6666666666666665,2818.6666666666665,0.1124018896118856,0.1168032786885246
gpqa_174,openclaw,reason,3,0.0,252.66666666666666,0.1124018896118856,0.1168032786885246
gpqa_174,opencode,PD,1,1.0,566.0,0.2728663802909684,0.4571607254534083
gpqa_174,opencode,RR,2,3.0,4303.5,0.2728663802909684,0.4571607254534083
gpqa_174,opencode,reason,13,0.0,279.46153846153845,0.2728663802909684,0.4571607254534083
gpqa_174,zeroclaw,PD,3,1.3333333333333333,284.6666666666667,0.2001775114536882,0.1128074639525021
gpqa_174,zeroclaw,UN,1,5.0,5734.0,0.2001775114536882,0.1128074639525021
gpqa_174,zeroclaw,reason,13,0.0,69.3076923076923,0.2001775114536882,0.1128074639525021
gpqa_175,openclaw,PD,2,5.5,1693.5,0.047686392243662,0.192170818505338
gpqa_175,openclaw,SE,1,4.0,1976.0,0.047686392243662,0.192170818505338
gpqa_175,openclaw,reason,3,0.0,253.66666666666666,0.047686392243662,0.192170818505338
gpqa_175,opencode,IC,1,2.0,1007.0,0.1667659386914408,0.4134419551934827
gpqa_175,opencode,PD,3,5.333333333333333,1502.3333333333333,0.1667659386914408,0.4134419551934827
gpqa_175,opencode,reason,12,0.0,184.16666666666666,0.1667659386914408,0.4134419551934827
gpqa_175,zeroclaw,PD,4,5.0,900.25,0.1435198093982002,0.1409796893667861
gpqa_175,zeroclaw,reason,13,0.0,112.07692307692308,0.1435198093982002,0.1409796893667861
gpqa_176,openclaw,PD,1,18.0,3751.0,0.3563425983624981,0.0642201834862385
gpqa_176,openclaw,reason,1,0.0,437.0,0.3563425983624981,0.0642201834862385
gpqa_176,opencode,PD,2,8.0,1884.0,0.2707957161253352,0.4004424778761062
gpqa_176,opencode,reason,8,0.0,279.625,0.2707957161253352,0.4004424778761062
gpqa_176,zeroclaw,PD,5,2.6,473.0,0.2160967131555065,0.078697421981004
gpqa_176,zeroclaw,RR,1,3.0,124.0,0.2160967131555065,0.078697421981004
gpqa_176,zeroclaw,reason,11,0.0,133.1818181818182,0.2160967131555065,0.078697421981004
gpqa_177,openclaw,PD,2,3.5,715.0,0.0,0.1125541125541125
gpqa_177,opencode,PD,3,5.666666666666667,1076.6666666666667,0.2561953134075481,0.4030037546933667
gpqa_177,opencode,RR,1,2.0,1085.0,0.2561953134075481,0.4030037546933667
gpqa_177,opencode,reason,6,0.0,210.5,0.2561953134075481,0.4030037546933667
gpqa_177,zeroclaw,IC,1,8.0,630.0,0.1182883837498839,0.0491493383742911
gpqa_177,zeroclaw,PD,2,3.0,376.0,0.1182883837498839,0.0491493383742911
gpqa_177,zeroclaw,reason,14,0.0,99.35714285714286,0.1182883837498839,0.0491493383742911
gpqa_178,openclaw,PD,2,13.0,3794.0,0.1714360946762902,0.2142011834319526
gpqa_178,opencode,PD,3,8.0,2716.6666666666665,0.1433815375290116,0.541299117882919
gpqa_178,opencode,reason,1,0.0,404.0,0.1433815375290116,0.541299117882919
gpqa_178,zeroclaw,IC,1,2.0,149.0,0.1482013627514603,0.1939120631341601
gpqa_178,zeroclaw,PD,2,7.5,2236.5,0.1482013627514603,0.1939120631341601
gpqa_178,zeroclaw,reason,14,0.0,65.57142857142857,0.1482013627514603,0.1939120631341601
gpqa_179,openclaw,RR,1,2.0,2500.0,0.2394297879202122,0.0609480812641083
gpqa_179,openclaw,reason,5,0.0,692.6,0.2394297879202122,0.0609480812641083
gpqa_179,opencode,RR,2,2.0,2119.5,0.1916193127942508,0.4052697616060225
gpqa_179,opencode,reason,8,0.0,276.25,0.1916193127942508,0.4052697616060225
gpqa_179,zeroclaw,PD,2,1.0,1063.0,0.128056594463246,0.0466531440162271
gpqa_179,zeroclaw,RR,1,2.0,51.0,0.128056594463246,0.0466531440162271
gpqa_179,zeroclaw,reason,14,0.0,106.0,0.128056594463246,0.0466531440162271
gpqa_18,openclaw,PD,2,857.5,64339.5,0.0372142835227099,0.9774617971561744
gpqa_18,opencode,PD,2,65.5,7862.5,0.2998817374511033,0.2337257617728531
gpqa_18,zeroclaw,PD,4,4.5,198.25,0.5595436754941518,0.0697445972495088
gpqa_18,zeroclaw,RR,2,2.5,169.0,0.5595436754941518,0.0697445972495088
gpqa_18,zeroclaw,UN,3,6.666666666666667,1124.0,0.5595436754941518,0.0697445972495088
gpqa_18,zeroclaw,reason,8,0.0,91.125,0.5595436754941518,0.0697445972495088
gpqa_180,openclaw,PD,3,16.333333333333332,1548.3333333333333,0.1265123593014251,0.1839080459770115
gpqa_180,openclaw,reason,1,0.0,528.0,0.1265123593014251,0.1839080459770115
gpqa_180,opencode,PD,3,15.0,1667.6666666666667,0.1285288334908465,0.4301606922126081
gpqa_180,opencode,reason,1,0.0,403.0,0.1285288334908465,0.4301606922126081
gpqa_180,zeroclaw,PD,13,4.0,268.6923076923077,0.0999046679349987,0.1343511450381679
gpqa_180,zeroclaw,reason,4,0.0,63.75,0.0999046679349987,0.1343511450381679
gpqa_181,openclaw,PD,2,17.5,1955.0,0.1366620410482047,0.2415458937198067
gpqa_181,opencode,PD,1,2.0,254.0,0.0,0.019108280254777
gpqa_181,zeroclaw,IC,1,2.0,25.0,0.0934673961898033,0.2653846153846154
gpqa_181,zeroclaw,PD,8,3.25,252.5,0.0934673961898033,0.2653846153846154
gpqa_181,zeroclaw,reason,8,0.0,123.75,0.0934673961898033,0.2653846153846154
gpqa_182,openclaw,PD,1,2.0,935.0,0.1705294147275123,0.0698529411764705
gpqa_182,openclaw,reason,7,0.0,511.42857142857144,0.1705294147275123,0.0698529411764705
gpqa_182,opencode,PD,2,1.0,1173.0,0.1942550491613751,0.3344709897610921
gpqa_182,opencode,reason,53,0.0,364.2641509433962,0.1942550491613751,0.3344709897610921
gpqa_182,zeroclaw,IC,1,2.0,39.0,0.112877479254641,0.02088772845953
gpqa_182,zeroclaw,PD,1,1.0,64.0,0.112877479254641,0.02088772845953
gpqa_182,zeroclaw,reason,15,0.0,126.13333333333334,0.112877479254641,0.02088772845953
gpqa_183,openclaw,PD,2,10.0,1816.5,0.114190274422805,0.2234273318872017
gpqa_183,openclaw,reason,4,0.0,633.0,0.114190274422805,0.2234273318872017
gpqa_183,opencode,PD,3,8.0,725.3333333333334,0.1292592130519698,0.3293918918918919
gpqa_183,opencode,reason,42,0.0,377.35714285714283,0.1292592130519698,0.3293918918918919
gpqa_183,zeroclaw,PD,4,1.75,511.25,0.1160566750144088,0.1809116809116809
gpqa_183,zeroclaw,reason,13,0.0,193.15384615384616,0.1160566750144088,0.1809116809116809
gpqa_184,openclaw,IC,1,2.0,1516.0,0.2155645887886313,0.0958549222797927
gpqa_184,openclaw,PD,2,4.5,1193.0,0.2155645887886313,0.0958549222797927
gpqa_184,openclaw,reason,7,0.0,172.42857142857142,0.2155645887886313,0.0958549222797927
gpqa_184,opencode,PD,3,4.333333333333333,1396.6666666666667,0.2220617324845669,0.4053738317757009
gpqa_184,opencode,reason,7,0.0,296.57142857142856,0.2220617324845669,0.4053738317757009
gpqa_184,zeroclaw,PD,9,2.5555555555555554,554.1111111111111,0.1663967433638816,0.0593849416755037
gpqa_184,zeroclaw,reason,8,0.0,121.125,0.1663967433638816,0.0593849416755037
gpqa_185,openclaw,RR,1,29.0,14377.0,0.3617763806654615,0.1673151750972762
gpqa_185,openclaw,reason,1,0.0,1585.0,0.3617763806654615,0.1673151750972762
gpqa_185,opencode,RR,2,8.0,6302.0,0.5158303026405865,0.5190434012400355
gpqa_185,opencode,reason,2,0.0,605.0,0.5158303026405865,0.5190434012400355
gpqa_185,zeroclaw,RR,2,2.5,1575.5,0.3965280916289423,0.1814119749776586
gpqa_185,zeroclaw,reason,15,0.0,204.13333333333333,0.3965280916289423,0.1814119749776586
gpqa_186,openclaw,PD,2,20.5,1468.5,0.1068570043419641,0.2628865979381443
gpqa_186,openclaw,reason,4,0.0,371.75,0.1068570043419641,0.2628865979381443
gpqa_186,opencode,PD,1,2.0,566.0,0.1894520426479855,0.3088552915766738
gpqa_186,opencode,RR,2,2.0,601.5,0.1894520426479855,0.3088552915766738
