task_id,harness,benchmark,outcome,n_segments,arm_entropy,dominant_mode,dominant_rate,rate_PD,rate_SE,rate_IC,rate_UN,rate_RR,rate_reason,head_entropy,tail_entropy,delta_entropy,PD_IC_ratio,commit_gap,mode_collapse,top1_prob,tool_intent_marker_count,tool_use_count,low_ent_share,paired_outcome,PD->PD,reason->PD,reason->IC,PD->reason,arm_sequence,harness_correct,n_tokens,ngram_repeat,looping_marker_count,self_correction_marker_count,uncertainty_marker_count,mean_entropy,PDIC_q,arm_ent_d,risk_zone,rate_PD_norm,mode_collapse_norm,commit_gap_norm,risk_score
gpqa_147,opencode,GPQA,correct,7,0.6829,IC,0.5714285714285714,0.0,0.0,0.5714,0.0,0.0,0.4286,0.2579297835688525,0.2237874052048553,-0.0341423783639972,0.0,-0.5714,0.5416163243388374,0.9153897609270392,5.0,1.0,0.6133333333333333,both_correct,,,0.3333,,IC|IC|reason|reason|IC|reason|IC,True,,,,,,,Q1_lowest,D7,healthy,0.0,0.5416163243388374,0.2143,0.2519721081129458
gpqa_148,opencode,GPQA,correct,7,0.6829,reason,0.5714285714285714,0.4286,0.0,0.0,0.0,0.0,0.5714,0.2541593077407467,0.0950882015692086,-0.1590711061715381,428.59999999999997,0.4286,0.5416163243388374,0.9406609987253416,9.0,1.0,0.6997971602434077,both_correct,0.1667,0.1667,,0.1667,PD|PD|reason|reason|reason|reason|PD,True,,,,,,,Q4_highest,D7,pd_elevated,0.4286,0.5416163243388374,0.7142999999999999,0.5615054414462791
gpqa_149,opencode,GPQA,wrong,7,0.5983,reason,0.7142857142857143,0.0,0.0,0.0,0.2857,0.0,0.7143,0.1730437132760525,0.0717369092735481,-0.1013068040025044,0.0,0.0,0.5984024701302189,0.8893813528966313,13.0,1.0,0.5776524859046642,both_wrong,,,,,reason|UN|reason|reason|reason|reason|UN,False,,,,,,,Q1_lowest,D6,healthy,0.0,0.5984024701302189,0.5,0.36613415671007293
gpqa_15,opencode,GPQA,correct,7,0.6829,reason,0.5714285714285714,0.4286,0.0,0.0,0.0,0.0,0.5714,0.2050135260671003,0.3544334025925821,0.1494198765254817,428.59999999999997,0.4286,0.5416163243388374,0.8143757742855903,4.0,0.0,0.3856573705179283,both_correct,,0.3333,,0.3333,PD|reason|reason|reason|PD|reason|PD,True,,,,,,,Q4_highest,D7,pd_elevated,0.4286,0.5416163243388374,0.7142999999999999,0.5615054414462791
gpqa_150,opencode,GPQA,correct,19,0.7335,reason,0.7894736842105263,0.0526,0.0,0.0526,0.0,0.1053,0.7895,0.2391376563617225,0.1425654870442571,-0.0965721693174653,1.0,0.0,0.5076520338300443,0.9177633217116988,11.0,5.0,0.6427015250544662,both_correct,,0.0556,0.0556,0.0556,reason|PD|reason|reason|reason|reason|reason|RR|reason|reason|reason|reason|reason|reason|reason|reason|IC|reason|RR,True,,,,,,,Q2,D8,healthy,0.0526,0.5076520338300443,0.5,0.3534173446100148
gpqa_151,opencode,GPQA,correct,7,0.6829,PD,0.5714285714285714,0.5714,0.0,0.0,0.0,0.0,0.4286,0.2641841728475109,0.0371537751035108,-0.227030397744,571.4,0.5714,0.5416163243388374,0.9331446878938556,7.0,1.0,0.7083946980854198,both_correct,0.1667,0.3333,,0.3333,PD|PD|reason|reason|PD|reason|PD,True,,,,,,,Q4_highest,D7,pd_elevated,0.5714,0.5416163243388374,0.7857000000000001,0.6329054414462792
gpqa_152,opencode,GPQA,correct,7,0.5983,reason,0.7142857142857143,0.0,0.0,0.0,0.0,0.2857,0.7143,0.2263944826318063,0.2559614892268995,0.0295670065950931,0.0,0.0,0.5984024701302189,0.921845166622292,5.0,1.0,0.6566091954022989,both_correct,,,,,reason|RR|reason|reason|reason|reason|RR,True,,,,,,,Q1_lowest,D6,healthy,0.0,0.5984024701302189,0.5,0.36613415671007293
gpqa_153,opencode,GPQA,correct,8,0.5623,reason,0.75,0.25,0.0,0.0,0.0,0.0,0.75,0.4049918880630609,0.2325218030725715,-0.1724700849904894,250.0,0.25,0.6225667874882534,0.8685850560201497,10.0,2.0,0.4462585034013605,both_correct,,0.2857,,0.1429,reason|reason|reason|reason|reason|PD|reason|PD,True,,,,,,,Q3,D5,healthy,0.25,0.6225667874882534,0.625,0.49918892916275115
gpqa_154,opencode,GPQA,correct,7,0.5983,reason,0.7142857142857143,0.2857,0.0,0.0,0.0,0.0,0.7143,0.1373760165705869,0.1203018881316094,-0.0170741284389774,285.7,0.2857,0.5984024701302189,0.919489094233317,13.0,1.0,0.6411889596602972,both_correct,,0.3333,,0.1667,reason|PD|reason|reason|reason|reason|PD,True,,,,,,,Q3,D6,healthy,0.2857,0.5984024701302189,0.64285,0.5089841567100729
gpqa_155,opencode,GPQA,correct,7,0.6829,PD,0.5714285714285714,0.5714,0.0,0.0,0.0,0.0,0.4286,0.3465251978981992,0.1124841343063287,-0.2340410635918705,571.4,0.5714,0.5416163243388374,0.9024572325072828,10.0,1.0,0.5767195767195767,both_correct,0.1667,0.3333,,0.3333,PD|PD|reason|reason|PD|reason|PD,True,,,,,,,Q4_highest,D7,pd_elevated,0.5714,0.5416163243388374,0.7857000000000001,0.6329054414462792
gpqa_156,opencode,GPQA,correct,7,0.5983,reason,0.7142857142857143,0.2857,0.0,0.0,0.0,0.0,0.7143,0.1899419157748411,0.0997929348323502,-0.0901489809424909,285.7,0.2857,0.5984024701302189,0.9063234351634266,11.0,1.0,0.5993589743589743,both_correct,,0.3333,,0.1667,reason|PD|reason|reason|reason|reason|PD,True,,,,,,,Q3,D6,healthy,0.2857,0.5984024701302189,0.64285,0.5089841567100729
gpqa_157,opencode,GPQA,correct,10,0.5004,reason,0.8,0.2,0.0,0.0,0.0,0.0,0.8,0.3026731930944473,0.1124541681393416,-0.1902190249551057,200.0,0.2,0.6641159887233186,0.9055680884051884,10.0,2.0,0.5688729874776386,both_correct,,0.2222,,0.1111,reason|reason|reason|reason|reason|reason|reason|PD|reason|PD,True,,,,,,,Q3,D5,healthy,0.2,0.6641159887233186,0.6,0.4880386629077728
gpqa_158,opencode,GPQA,correct,7,0.5983,reason,0.7142857142857143,0.0,0.0,0.2857,0.0,0.0,0.7143,0.445714934948138,0.2737054712939262,-0.1720094636542117,0.0,-0.2857,0.5984024701302189,0.8920177222379464,5.0,1.0,0.5518394648829431,both_correct,,,0.3333,,reason|reason|reason|reason|IC|reason|IC,True,,,,,,,Q1_lowest,D6,healthy,0.0,0.5984024701302189,0.35714999999999997,0.3185174900434063
gpqa_159,opencode,GPQA,correct,4,0.6931,reason,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.285474183411862,0.060248152938866,-0.2252260304729959,500.0,0.5,0.5347697677540609,0.9279858947158636,4.0,0.0,0.6817679558011049,both_correct,,0.6667,,0.3333,reason|PD|reason|PD,True,,,,,,,Q4_highest,D7,pd_elevated,0.5,0.5347697677540609,0.75,0.5949232559180203
gpqa_16,opencode,GPQA,correct,4,0.6931,reason,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.183354149760036,0.2320569480186224,0.0487027982585863,0.0,-0.5,0.5347697677540609,0.874704163170975,4.0,0.0,0.5228951255539144,both_correct,,,0.6667,,reason|IC|reason|IC,True,,,,,,,Q1_lowest,D7,healthy,0.0,0.5347697677540609,0.25,0.261589922584687
gpqa_160,opencode,GPQA,wrong,4,0.5623,reason,0.75,0.25,0.0,0.0,0.0,0.0,0.75,0.2874071533492705,0.2621431264171908,-0.0252640269320796,250.0,0.25,0.6225667874882534,0.8985651247812924,4.0,0.0,0.6231788079470199,regression,,,,0.3333,PD|reason|reason|reason,False,,,,,,,Q3,D5,healthy,0.25,0.6225667874882534,0.625,0.49918892916275115
gpqa_161,opencode,GPQA,correct,7,0.5983,reason,0.7142857142857143,0.2857,0.0,0.0,0.0,0.0,0.7143,0.2008473769139505,0.1322560629727766,-0.0685913139411739,285.7,0.2857,0.5984024701302189,0.9090175602416004,7.0,1.0,0.623608017817372,both_correct,,0.3333,,0.1667,reason|PD|reason|reason|reason|reason|PD,True,,,,,,,Q3,D6,healthy,0.2857,0.5984024701302189,0.64285,0.5089841567100729
gpqa_162,opencode,GPQA,correct,13,1.0318,reason,0.6153846153846154,0.0769,0.0,0.0,0.0769,0.2308,0.6154,0.2233946863845119,0.4207659051920228,0.1973712188075108,76.89999999999999,0.0769,0.3074238152772184,0.8622855043030139,21.0,3.0,0.4738993710691824,both_correct,,0.0833,,0.0833,reason|PD|reason|reason|RR|reason|reason|UN|reason|reason|RR|reason|RR,True,,,,,,,Q3,D9,confident_commit,0.0769,0.3074238152772184,0.53845,0.3075912717590728
gpqa_163,opencode,GPQA,correct,7,0.5983,reason,0.7142857142857143,0.2857,0.0,0.0,0.0,0.0,0.7143,0.2299500126148023,0.2828533915108485,0.0529033788960462,285.7,0.2857,0.5984024701302189,0.9320109716718628,11.0,1.0,0.6631578947368421,both_correct,,0.3333,,0.1667,reason|PD|reason|reason|reason|reason|PD,True,,,,,,,Q3,D6,healthy,0.2857,0.5984024701302189,0.64285,0.5089841567100729
gpqa_164,opencode,GPQA,correct,7,0.5983,reason,0.7142857142857143,0.0,0.0,0.0,0.0,0.2857,0.7143,0.2163716755953148,0.1002968056149784,-0.1160748699803363,0.0,0.0,0.5984024701302189,0.9660433580604828,5.0,1.0,0.8291457286432161,both_correct,,,,,reason|RR|reason|reason|reason|reason|RR,True,,,,,,,Q1_lowest,D6,healthy,0.0,0.5984024701302189,0.5,0.36613415671007293
gpqa_165,opencode,GPQA,correct,4,0.5623,PD,0.75,0.75,0.0,0.0,0.0,0.0,0.25,0.372336212380606,0.0445921417503705,-0.3277440706302355,750.0,0.75,0.6225667874882534,0.9557881209633446,4.0,0.0,0.7842364532019704,both_correct,0.3333,0.3333,,0.3333,PD|PD|reason|PD,True,,,,,,,Q4_highest,D5,pd_elevated,0.75,0.6225667874882534,0.875,0.749188929162751
gpqa_166,opencode,GPQA,correct,10,0.5004,reason,0.8,0.2,0.0,0.0,0.0,0.0,0.8,0.1793170095772083,0.1369225145663793,-0.042394495010829,200.0,0.2,0.6641159887233186,0.9516779382113632,8.0,2.0,0.7764060356652949,both_correct,,0.2222,,0.1111,reason|PD|reason|reason|reason|reason|reason|reason|reason|PD,True,,,,,,,Q3,D5,healthy,0.2,0.6641159887233186,0.6,0.4880386629077728
gpqa_167,opencode,GPQA,correct,13,0.6172,reason,0.6923076923076923,0.3077,0.0,0.0,0.0,0.0,0.6923,0.2601156289163174,0.134150096838013,-0.1259655320783043,307.7,0.3077,0.5857162035172507,0.9509884760258612,13.0,3.0,0.7765151515151515,both_correct,0.0833,0.1667,,0.1667,PD|PD|reason|reason|reason|reason|reason|reason|reason|reason|PD|reason|PD,True,,,,,,,Q3,D6,healthy,0.3077,0.5857162035172507,0.65385,0.5157554011724169
gpqa_168,opencode,GPQA,correct,13,0.8305,reason,0.6923076923076923,0.1538,0.0,0.0,0.0,0.1538,0.6923,0.2019075413667819,0.024492743440038,-0.1774147979267439,153.79999999999998,0.1538,0.44254262317089543,0.943646491783602,9.0,3.0,0.7267080745341615,both_correct,0.0833,,,0.0833,PD|PD|reason|reason|RR|reason|reason|reason|reason|reason|reason|reason|RR,True,,,,,,,Q3,D8,confident_commit,0.1538,0.44254262317089543,0.5769,0.3910808743902985
gpqa_169,opencode,GPQA,correct,4,0.5623,PD,0.75,0.75,0.0,0.0,0.0,0.0,0.25,0.4068230130320198,0.1833213633090496,-0.2235016497229702,750.0,0.75,0.6225667874882534,0.8860881621032084,6.0,0.0,0.5095447870778267,both_correct,0.3333,0.3333,,0.3333,PD|PD|reason|PD,True,,,,,,,Q4_highest,D5,pd_elevated,0.75,0.6225667874882534,0.875,0.749188929162751
gpqa_17,opencode,GPQA,correct,56,0.3316,reason,0.9285714285714286,0.0357,0.0,0.0179,0.0,0.0179,0.9286,0.2586199234613725,0.0280281375826569,-0.2305917858787156,1.9944134078212292,0.017800000000000003,0.7774197878909921,0.9249577213407518,10.0,2.0,0.6888888888888889,both_correct,,0.0364,0.0182,0.0182,reason|PD|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|reason|reason|IC|reason|PD,True,,,,,,,Q3,D5,confident_commit,0.0357,0.7774197878909921,0.5089,0.4406732626303307
gpqa_170,opencode,GPQA,correct,7,0.6829,PD,0.5714285714285714,0.5714,0.0,0.0,0.0,0.0,0.4286,0.1963662330753686,0.0615462210610485,-0.1348200120143201,571.4,0.5714,0.5416163243388374,0.9456798234805835,7.0,1.0,0.7540263543191801,both_correct,0.1667,0.3333,,0.3333,PD|PD|reason|reason|PD|reason|PD,True,,,,,,,Q4_highest,D7,pd_elevated,0.5714,0.5416163243388374,0.7857000000000001,0.6329054414462792
gpqa_171,opencode,GPQA,correct,10,0.6109,reason,0.7,0.0,0.0,0.0,0.3,0.0,0.7,0.2305368752461527,0.1804739017300544,-0.0500629735160982,0.0,0.0,0.5899449590549066,0.9017275949459004,14.0,2.0,0.6094402673350042,both_correct,,,,,reason|reason|UN|reason|reason|reason|reason|UN|reason|UN,True,,,,,,,Q1_lowest,D6,healthy,0.0,0.5899449590549066,0.5,0.36331498635163556
gpqa_172,opencode,GPQA,correct,23,0.5826,reason,0.8260869565217391,0.087,0.0,0.087,0.0,0.0,0.8261,0.2477823556307348,0.1036562504204641,-0.1441261052102707,1.0,0.0,0.6089407974224728,0.9066030099195088,8.0,2.0,0.6163954943679599,both_correct,,0.0455,0.0909,0.0909,PD|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|PD|reason|reason|reason|reason|reason|reason|IC|reason|IC,True,,,,,,,Q2,D6,healthy,0.087,0.6089407974224728,0.5,0.39864693247415756
gpqa_173,opencode,GPQA,wrong,4,-0.0,reason,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1711024756528091,0.0556886555890045,-0.1154138200638045,0.0,0.0,1.0,0.9193259059149186,4.0,0.0,0.6520442930153322,regression,,,,,reason|reason|reason|reason,False,,,,,,,Q1_lowest,D1,confident_commit,0.0,1.0,0.5,0.5
gpqa_174,opencode,GPQA,correct,16,0.6019,reason,0.8125,0.0625,0.0,0.0,0.0,0.125,0.8125,0.3288608798186799,0.0677196143591035,-0.2611412654595764,62.5,0.0625,0.5959860383944153,0.9039008396216068,14.0,4.0,0.6091466289486092,both_correct,,,,0.0667,PD|reason|RR|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR,True,,,,,,,Q3,D6,healthy,0.0625,0.5959860383944153,0.53125,0.39657867946480513
gpqa_175,opencode,GPQA,correct,16,0.7029,reason,0.75,0.1875,0.0,0.0625,0.0,0.0,0.75,0.2086186538297302,0.1227458049982511,-0.085872848831479,3.0,0.125,0.5281917035843737,0.9391565771511692,10.0,4.0,0.6965046888320545,both_correct,0.0667,0.0667,0.0667,0.0667,PD|PD|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|IC|reason|PD,True,,,,,,,Q3,D8,healthy,0.1875,0.5281917035843737,0.5625,0.42606390119479126
gpqa_176,opencode,GPQA,correct,10,0.5004,reason,0.8,0.2,0.0,0.0,0.0,0.0,0.8,0.2320634298723666,0.1977245941536122,-0.0343388357187544,200.0,0.2,0.6641159887233186,0.901529716036835,12.0,2.0,0.5904645476772616,both_correct,,0.2222,,0.1111,reason|PD|reason|reason|reason|reason|reason|reason|reason|PD,True,,,,,,,Q3,D5,healthy,0.2,0.6641159887233186,0.6,0.4880386629077728
gpqa_177,opencode,GPQA,correct,10,0.8979,reason,0.6,0.3,0.0,0.0,0.0,0.1,0.6,0.2300997423094644,0.2894795930180022,0.0593798507085377,300.0,0.3,0.3973016512283528,0.902164852923238,8.0,2.0,0.5930930930930931,both_correct,0.1111,0.1111,,0.1111,PD|PD|reason|reason|reason|reason|reason|RR|reason|PD,True,,,,,,,Q3,D8,confident_commit,0.3,0.3973016512283528,0.65,0.44910055040945096
gpqa_178,opencode,GPQA,correct,4,0.5623,PD,0.75,0.75,0.0,0.0,0.0,0.0,0.25,0.2075796795664561,0.2455537515735774,0.0379740720071212,750.0,0.75,0.6225667874882534,0.9494851594525046,16.0,0.0,0.7301587301587301,both_correct,0.3333,0.3333,,0.3333,PD|PD|reason|PD,True,,,,,,,Q4_highest,D5,pd_elevated,0.75,0.6225667874882534,0.875,0.749188929162751
gpqa_179,opencode,GPQA,correct,10,0.5004,reason,0.8,0.0,0.0,0.0,0.0,0.2,0.8,0.2314915742561514,0.1272424500764615,-0.1042491241796899,0.0,0.0,0.6641159887233186,0.928034476105138,8.0,2.0,0.6833493743984601,both_correct,,,,,reason|RR|reason|reason|reason|reason|reason|reason|reason|RR,True,,,,,,,Q1_lowest,D5,healthy,0.0,0.6641159887233186,0.5,0.38803866290777284
gpqa_18,opencode,GPQA,wrong,2,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1555775337079022,0.0735764345502712,-0.082001099157631,1000.0,1.0,1.0,0.8933072066393536,8.0,0.0,0.5568397446955322,both_wrong,1.0,,,,PD|PD,False,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_180,opencode,GPQA,correct,4,0.5623,PD,0.75,0.75,0.0,0.0,0.0,0.0,0.25,0.168057710830995,0.0969744276501555,-0.0710832831808395,750.0,0.75,0.6225667874882534,0.9516567891993744,4.0,0.0,0.7321637426900585,both_correct,0.3333,0.3333,,0.3333,PD|PD|reason|PD,True,,,,,,,Q4_highest,D5,pd_elevated,0.75,0.6225667874882534,0.875,0.749188929162751
gpqa_181,opencode,GPQA,wrong,1,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1365021090670254,0.3727623612435128,0.2362602521764874,1000.0,1.0,1.0,0.9316270062017036,4.0,0.0,0.7062706270627063,regression,,,,,PD,False,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_182,opencode,GPQA,correct,55,0.1562,reason,0.9636363636363636,0.0364,0.0,0.0,0.0,0.0,0.9636,0.2852619225796868,0.0293272591809307,-0.255934663398756,36.4,0.0364,0.8951537119076386,0.92847506661108,11.0,3.0,0.6574923547400612,both_correct,,0.037,,0.0185,reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|PD|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|PD,True,,,,,,,Q3,D4,confident_commit,0.0364,0.8951537119076386,0.5182,0.48325123730254615
gpqa_183,opencode,GPQA,correct,45,0.2449,reason,0.9333333333333332,0.0667,0.0,0.0,0.0,0.0,0.9333,0.2197474663211097,0.0456793076114996,-0.17406815870961,66.69999999999999,0.0667,0.8356155188615921,0.9483594873787612,8.0,2.0,0.7483296213808464,both_correct,,0.0682,,0.0455,reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|PD|reason|reason|reason|reason|reason|PD|reason|PD,True,,,,,,,Q3,D5,confident_commit,0.0667,0.8356155188615921,0.53335,0.478555172953864
gpqa_184,opencode,GPQA,correct,10,0.6109,reason,0.7,0.3,0.0,0.0,0.0,0.0,0.7,0.1853353483752694,0.1269294027330352,-0.0584059456422342,300.0,0.3,0.5899449590549066,0.919190597075118,8.0,2.0,0.6066024759284732,both_correct,0.1111,0.1111,,0.1111,PD|PD|reason|reason|reason|reason|reason|reason|reason|PD,True,,,,,,,Q3,D6,healthy,0.3,0.5899449590549066,0.65,0.5133149863516356
gpqa_185,opencode,GPQA,wrong,4,0.6931,reason,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.2062488598420967,0.5365409836371257,0.3302921237950289,0.0,0.0,0.5347697677540609,0.8210343220061399,6.0,0.0,0.3544648943421949,regression,,,,,reason|RR|reason|RR,False,,,,,,,Q1_lowest,D7,healthy,0.0,0.5347697677540609,0.5,0.34492325591802037
gpqa_186,opencode,GPQA,correct,27,0.4196,reason,0.8888888888888888,0.037,0.0,0.0,0.0,0.0741,0.8889,0.2884067838404625,0.0506762006412341,-0.2377305831992283,37.0,0.037,0.7183514565713518,0.928341607413002,7.0,3.0,0.7026476578411406,both_correct,,0.0385,,0.0385,reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|PD|reason|reason|reason|reason|reason|RR|reason|reason|reason|reason|RR,True,,,,,,,Q3,D5,healthy,0.037,0.7183514565713518,0.5185,0.42461715219045065
gpqa_187,opencode,GPQA,correct,11,0.586,reason,0.7272727272727273,0.2727,0.0,0.0,0.0,0.0,0.7273,0.1838777287873725,0.1298296917618767,-0.0540480370254958,272.7,0.2727,0.606658611894214,0.9185420165149092,5.0,1.0,0.6378600823045267,both_correct,,0.3,,0.2,reason|reason|reason|reason|reason|PD|reason|reason|PD|reason|PD,True,,,,,,,Q3,D6,healthy,0.2727,0.606658611894214,0.63635,0.505236203964738
gpqa_188,opencode,GPQA,correct,15,0.5004,reason,0.8,0.2,0.0,0.0,0.0,0.0,0.8,0.30796644696601,0.1674458007065104,-0.1405206462594995,200.0,0.2,0.6641159887233186,0.8961940405763472,15.0,3.0,0.5751525235718248,both_correct,,0.2143,,0.1429,reason|reason|reason|PD|reason|reason|reason|reason|reason|PD|reason|reason|reason|reason|PD,True,,,,,,,Q3,D5,healthy,0.2,0.6641159887233186,0.6,0.4880386629077728
gpqa_189,opencode,GPQA,wrong,1,-0.0,PD,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.311671435291202,0.4878441813864288,0.1761727460952268,1000.0,1.0,1.0,0.9191812820798002,4.0,0.0,0.6899696048632219,regression,,,,,PD,False,,,,,,,Q4_highest,D1,collapse,1.0,1.0,1.0,1.0
gpqa_19,opencode,GPQA,correct,7,0.6829,reason,0.5714285714285714,0.4286,0.0,0.0,0.0,0.0,0.5714,0.1990249104635309,0.0483576750374162,-0.1506672354261147,428.59999999999997,0.4286,0.5416163243388374,0.9353128040049266,5.0,1.0,0.7190635451505016,both_correct,0.1667,0.1667,,0.1667,PD|PD|reason|reason|reason|reason|PD,True,,,,,,,Q4_highest,D7,pd_elevated,0.4286,0.5416163243388374,0.7142999999999999,0.5615054414462791
gpqa_190,opencode,GPQA,correct,10,0.673,reason,0.6,0.4,0.0,0.0,0.0,0.0,0.6,0.1534824080883151,0.103817625275869,-0.049664782812446,400.0,0.4,0.5482615116122969,0.942768946484098,10.0,2.0,0.7326388888888888,both_correct,0.1111,0.2222,,0.2222,PD|PD|reason|reason|reason|reason|reason|PD|reason|PD,True,,,,,,,Q3,D6,pd_elevated,0.4,0.5482615116122969,0.7,0.5494205038707656
gpqa_191,opencode,GPQA,correct,10,0.6109,reason,0.7,0.3,0.0,0.0,0.0,0.0,0.7,0.2357891014140086,0.1349201485179848,-0.1008689528960238,300.0,0.3,0.5899449590549066,0.9115571844801884,10.0,2.0,0.5984703632887189,both_correct,,0.3333,,0.2222,reason|PD|reason|reason|reason|reason|reason|PD|reason|PD,True,,,,,,,Q3,D6,healthy,0.3,0.5899449590549066,0.65,0.5133149863516356
gpqa_192,opencode,GPQA,correct,10,0.6109,reason,0.7,0.0,0.0,0.0,0.0,0.3,0.7,0.2246932268260898,0.261010124883434,0.0363168980573441,0.0,0.0,0.5899449590549066,0.8759156008796627,12.0,2.0,0.5388446215139442,both_correct,,,,,reason|RR|reason|reason|reason|reason|reason|RR|reason|RR,True,,,,,,,Q1_lowest,D6,healthy,0.0,0.5899449590549066,0.5,0.36331498635163556
gpqa_193,opencode,GPQA,correct,7,0.6829,PD,0.5714285714285714,0.5714,0.0,0.0,0.0,0.0,0.4286,0.2909107579081628,0.122640143846861,-0.1682706140613017,571.4,0.5714,0.5416163243388374,0.9450358848748636,7.0,1.0,0.7358778625954199,both_correct,0.1667,0.3333,,0.3333,PD|PD|reason|reason|PD|reason|PD,True,,,,,,,Q4_highest,D7,pd_elevated,0.5714,0.5416163243388374,0.7857000000000001,0.6329054414462792
gpqa_194,opencode,GPQA,correct,7,0.5983,reason,0.7142857142857143,0.2857,0.0,0.0,0.0,0.0,0.7143,0.2103370065006232,0.0913391751105379,-0.1189978313900853,285.7,0.2857,0.5984024701302189,0.9186631282858028,7.0,1.0,0.6277128547579299,both_correct,,0.3333,,0.1667,reason|PD|reason|reason|reason|reason|PD,True,,,,,,,Q3,D6,healthy,0.2857,0.5984024701302189,0.64285,0.5089841567100729
gpqa_195,opencode,GPQA,correct,7,0.6829,PD,0.5714285714285714,0.5714,0.0,0.0,0.0,0.0,0.4286,0.2899762631219229,0.0422832743112987,-0.2476929888106242,571.4,0.5714,0.5416163243388374,0.9164782771414478,7.0,1.0,0.6167048054919908,both_correct,0.1667,0.3333,,0.3333,PD|PD|reason|reason|PD|reason|PD,True,,,,,,,Q4_highest,D7,pd_elevated,0.5714,0.5416163243388374,0.7857000000000001,0.6329054414462792
gpqa_196,opencode,GPQA,wrong,21,0.501,reason,0.8571428571428571,0.0952,0.0,0.0,0.0,0.0476,0.8571,0.3129535975284884,0.1504168692693094,-0.162536728259179,95.2,0.0952,0.6637132501006846,0.8742948192355994,7.0,1.0,0.4922964049889948,both_wrong,,0.1,,0.05,reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|reason|reason|reason|PD|reason|PD,False,,,,,,,Q3,D5,healthy,0.0952,0.6637132501006846,0.5476,0.43550441670022816
gpqa_197,opencode,GPQA,correct,10,0.673,reason,0.6,0.4,0.0,0.0,0.0,0.0,0.6,0.3193252234942716,0.1866183882921669,-0.1327068352021047,400.0,0.4,0.5482615116122969,0.9329251496741798,10.0,2.0,0.6961325966850829,both_correct,0.1111,0.2222,,0.2222,PD|PD|reason|reason|reason|reason|reason|PD|reason|PD,True,,,,,,,Q3,D6,pd_elevated,0.4,0.5482615116122969,0.7,0.5494205038707656
gpqa_2,opencode,GPQA,correct,7,0.6829,PD,0.5714285714285714,0.5714,0.0,0.0,0.0,0.0,0.4286,0.2424242345126564,0.1479264474385345,-0.0944977870741218,571.4,0.5714,0.5416163243388374,0.9450240931453564,7.0,1.0,0.7323943661971831,both_correct,0.1667,0.3333,,0.3333,PD|PD|reason|reason|PD|reason|PD,True,,,,,,,Q4_highest,D7,pd_elevated,0.5714,0.5416163243388374,0.7857000000000001,0.6329054414462792
gpqa_20,opencode,GPQA,correct,4,0.5623,PD,0.75,0.75,0.0,0.0,0.0,0.0,0.25,0.1888532456131572,0.3034307218101537,0.1145774761969964,750.0,0.75,0.6225667874882534,0.849979919094269,6.0,0.0,0.4921583271097834,both_correct,0.3333,0.3333,,0.3333,PD|PD|reason|PD,True,,,,,,,Q4_highest,D5,pd_elevated,0.75,0.6225667874882534,0.875,0.749188929162751
